Alignment ID,Average Rt(min),Average Mz,Metabolite name,Adduct type,Post curation result,Fill %,MS/MS assigned,Reference RT,Reference m/z,Formula,Ontology,INCHIKEY,SMILES,Annotation tag (VS1.0),RT matched,m/z matched,MS/MS matched,Comment,Manually modified for quantification,Manually modified for annotation,Isotope tracking parent ID,Isotope tracking weight number,RT similarity,m/z similarity,Simple dot product,Weighted dot product,Reverse dot product,Matched peaks count,Matched peaks percentage,Total score,S/N average,Spectrum reference file name,MS1 isotopic spectrum,MS/MS spectrum
3466,16.327,279.09354,Triphenylphosphine oxide (also known as chemical regent),[M+H]+,null,1.00,True,3.071,279.09332,C18H15OP,Others,FIQMHBFVRAXMOP-UHFFFAOYSA-N,O=P(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,430,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,3466,0,0.00,1.00,0.34,0.51,0.40,22.00,0.27,1.03,6.09,20240423_Mcap_pos_61,279.09363:612185 280.09830:124011 281.10296:25317,65.49965:2447 72.21047:3611 72.21396:3276 93.06973:2822 95.08560:5375 97.44186:4218 145.94168:2579 149.02292:36943 167.03296:3096 173.05074:12364 201.04607:36300 219.05650:200387 279.09274:369287 279.24191:8369
3475,1.805,279.15826,RIKEN P-VS1 ID-929 from Mouse_Heart_WT_N_F1,[M+H]+,null,0.94,True,5.040,279.14581,null,Unknown,null,null,430,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,3475,0,0.00,0.96,0.60,0.83,0.73,4.00,0.50,1.28,4.68,20240423_Mcap_pos_PBQC6,279.15918:447816 280.16385:70020 281.16852:19420,57.07056:6565 93.07032:8077 149.02319:23824
3490,11.060,279.23160,RIKEN P-VS1 ID-965 from Mouse_Feces_WT_N_Ctr,[M+H]+,null,0.89,True,1.650,279.23199,null,Unknown,null,null,430,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,3490,0,0.00,1.00,0.35,0.48,0.79,4.00,0.75,1.35,17.74,20240423_Mcap_pos_9,279.23111:849542 280.23578:232499 281.24045:219160,67.05468:21309 81.07018:23146 93.07010:21200 109.10116:10046 121.10111:9818 135.11661:7876 149.02304:30626 159.11705:4789 177.12756:4505
3541,6.698,280.26300,NAE 15:3,[M+H]+,null,0.89,True,5.030,280.22711,C17H29NO2,NAE,WOLLMRPSNJLQHR-UHFFFAOYSA-N,O=C(NCCO)CCCCC=CCC=CCC=CCC,410,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,3541,0,0.00,0.77,0.90,0.74,0.75,1.00,2.00,2.34,22.25,20240423_Mcap_pos_57,280.26312:2433231 281.26779:540393 282.27246:148469,55.05495:3158 57.07051:15891 58.19601:2901 67.05471:2522 69.07036:3901 70.02952:3279 71.08603:3400 81.07061:3462 82.02921:2874 83.03690:25639 84.04473:10251 87.71176:2674 96.04450:25650 96.67130:2779 98.06001:2433 110.06017:7653 112.07581:10474 124.07604:5703 126.09132:6979 138.09142:4436 140.10680:2707 149.02386:2678 150.02670:3345 191.44289:2729 205.50781:2459 210.12651:2655 220.05969:5241 262.17908:3667 280.09674:17876 280.26309:1758364
3637,9.242,282.27881,NAE 15:2,[M+H]+,null,1.00,True,5.450,282.24280,C17H31NO2,NAE,SLEJIZVJVWBJBG-UHFFFAOYSA-N,O=C(NCCO)CCCCCCC=CCC=CCCC,410,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,3637,0,0.00,0.78,0.89,0.74,0.75,1.00,2.00,2.34,18.63,20240423_Mcap_pos_17,282.27844:1049708 283.28311:324173 284.28778:81396,57.07037:20403 61.14486:2587 63.57603:2525 69.07037:3320 71.08589:9013 81.07024:4529 83.08563:3897 85.10141:5671 95.08570:3051 97.44046:8498 134.09572:3053 134.59314:2660 220.78690:2322 227.96561:2919 282.27762:630554
3638,8.326,282.27884,NAE 15:2,[M+H]+,null,1.00,True,5.450,282.24280,C17H31NO2,NAE,SLEJIZVJVWBJBG-UHFFFAOYSA-N,O=C(NCCO)CCCCCCC=CCC=CCCC,410,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,3638,0,0.00,0.77,0.91,0.74,0.75,1.00,2.00,2.35,23.64,20240423_Mcap_pos_34,282.27869:1465861 283.28335:361955 284.28802:84990,55.05481:2650 55.74388:2549 57.07048:31093 61.94786:2250 69.07030:5055 71.08598:12785 81.07005:4424 83.08601:3246 85.10141:4900 85.53486:2410 90.88357:2318 95.08557:5201 204.60831:2633 227.99600:2907 282.27789:884660
3677,1.418,283.13113,DG 10:0,[M+Na]+,null,0.71,True,2.110,283.15161,C13H24O5,DG,OBVJSZHOANNPOP-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCC)CO)CCCC,420,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,3677,0,0.00,0.92,0.05,0.05,0.75,1.00,1.00,1.44,5.06,20240423_Mcap_pos_45,283.13095:391064 284.13562:61538 285.14029:18774,69.07040:2633 71.92371:6259 75.07224:2341 81.07029:2660 97.44041:3568 105.72784:2130 109.25885:2567 127.94428:2538 133.01732:2394 145.88188:2362 156.27429:2234 182.44495:2565 224.23796:2731 283.06918:21875 283.09711:3526 283.12909:9586 283.21323:3811 283.27045:3808
3752,7.852,284.26611,NAE 15:1,[M+H]+,null,0.91,True,5.960,284.25839,C17H33NO2,NAE,VKKPIQNUUAJFBT-UHFFFAOYSA-N,O=C(NCCO)CCCCCCCC=CCCCCC,410,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,3752,0,0.00,0.78,0.77,0.81,0.75,1.00,2.00,2.33,25.15,20240423_Mcap_pos_20,284.29382:306749 285.29849:49952 286.30316:102471,57.07045:5576 60.04498:2557 60.08122:6833 66.02482:2291 69.07022:3360 72.24373:2091 81.07019:3582 95.08601:2822 176.04001:2288 219.30157:2184 284.22586:2915 284.29358:56449 284.32986:53761
3767,2.722,284.33032,RIKEN P-VS1 ID-1009 from Mouse_Muscle_WT_CTX0_Ctr,[M+H]+,null,1.00,True,7.100,284.29779,null,Unknown,null,null,430,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,3767,0,0.00,0.81,0.73,0.73,0.71,5.00,0.40,1.15,68.39,20240423_Mcap_pos_9,284.33029:3813086 285.33496:843550 286.33963:79923,50.52300:2344 55.05466:2346 57.07045:43114 58.06566:11234 60.08132:171328 72.11877:6087 73.30368:2498 84.65228:2324 85.10158:8357 85.55051:2280 89.05966:2978 95.08554:2997 158.70312:2804 160.91614:2592 191.02496:3710 284.09991:6817 284.33041:1466874
3857,1.022,286.23685,NAE 15:0,[M+H]+,null,0.99,True,6.320,286.27411,C17H35NO2,NAE,UHPXXKLAACDXGS-UHFFFAOYSA-N,O=C(NCCO)CCCCCCCCCCCCCC,410,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,3857,0,0.00,0.76,0.13,0.29,0.75,1.00,2.00,2.08,25.21,20240423_Mcap_pos_23,286.23734:807389 287.24200:150451 288.24667:42342,58.06571:203701 60.92786:2230 67.05480:2844 69.25256:2307 71.62443:5961 72.99634:2071 86.09663:2733 89.64626:2109 147.96309:2460 226.18018:8274 267.49704:2283 286.21277:8168 286.24020:27178
3935,1.004,288.21637,RIKEN P-VS1 ID-1053 from Mouse_Macrophage_WT_N_F1AA,[M+H]+,null,0.59,True,6.160,288.19510,null,Unknown,null,null,430,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,3935,0,0.00,0.91,0.22,0.56,0.29,11.00,0.09,0.73,11.35,20240423_Mcap_pos_41,288.21674:237579 289.22140:44928 290.22607:950004,91.05448:6564 117.06969:5010
3937,1.233,288.23138,RIKEN P-VS1 ID-1053 from Mouse_Macrophage_WT_N_F1AA,[M+H]+,null,0.71,True,6.160,288.19510,null,Unknown,null,null,430,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,3937,0,0.00,0.76,0.06,0.17,0.47,11.00,0.09,0.62,45.17,20240423_Mcap_pos_57,288.23251:1302194 289.23718:250726 290.24185:57272,58.06565:6030 81.07023:8929 98.06019:14508 119.08534:5808 131.08543:6190
4141,2.073,292.22675,NAE 16:4,[M+H]+,null,0.66,True,5.110,292.22711,C18H29NO2,NAE,VQFGMMDKSMBEHW-UHFFFAOYSA-N,O=C(NCCO)CCC=CCC=CCC=CCC=CCC,410,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,4141,0,0.00,1.00,0.35,0.46,0.75,1.00,2.00,2.28,33.21,20240423_Mcap_pos_59,292.22705:698178 293.23172:120858 294.23639:31484,52.74273:2188 67.05461:4956 71.50805:8888 73.05331:2642 81.07054:2560 89.15296:2885 91.05463:4201 95.12114:2331 100.83394:2041 105.07012:3455 105.44546:2604 128.06158:3762 135.41901:2063 143.08546:4006 213.71404:2359 292.19763:5121 292.22610:13502 292.26328:8260
4311,2.058,296.22192,NAE 16:2,[M+H]+,null,0.84,True,5.900,296.25839,C18H33NO2,NAE,KULZUVXNSCAVNT-UHFFFAOYSA-N,O=C(NCCO)CCCCCCCC=CCC=CCCC,410,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,4311,0,0.00,0.77,0.46,0.53,0.75,1.00,2.00,2.20,22.70,20240423_Mcap_pos_41,296.22195:618940 297.22662:158651 298.23129:25073,56.95566:2319 69.62763:2119 105.05894:2244 111.24017:2457 160.17216:2758 296.22659:3982 296.25955:2774 296.29477:3386
4313,3.051,296.22195,NAE 16:2,[M+H]+,null,0.86,True,5.900,296.25839,C18H33NO2,NAE,KULZUVXNSCAVNT-UHFFFAOYSA-N,O=C(NCCO)CCCCCCCC=CCC=CCCC,410,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,4313,0,0.00,0.77,0.16,0.25,0.75,1.00,2.00,2.08,15.33,20240423_Mcap_pos_63,296.22183:288061 297.22650:69596 298.23117:7465,51.21369:1969 52.27983:2130 60.54498:2183 68.45693:2507 72.20943:4370 72.22211:2939 81.07020:3599 91.05434:5352 105.06964:5976 135.61958:2645 187.87947:2489 222.82709:2507 264.20749:2339 283.14255:2407 296.29498:4767 296.32825:3792
4431,4.967,298.30963,NAE 16:1,[M+H]+,null,1.00,True,6.270,298.27411,C18H35NO2,NAE,WFRLANWAASSSFV-UHFFFAOYSA-N,O=C(NCCO)CCCCCCCC=CCCCCCC,410,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,4431,0,0.00,0.78,0.75,0.69,0.75,1.00,2.00,2.30,32.10,20240423_Mcap_pos_9,298.30957:1351257 299.31424:301544 300.31891:0,55.05504:3504 57.07044:26334 59.74138:2184 67.77348:2169 71.08606:13605 73.11120:2120 77.80726:2299 81.89561:2407 83.08612:2781 85.10176:6548 88.83046:2418 91.19167:2429 194.46529:2276 239.25546:3762 298.23813:7597 298.31018:216079
4436,3.961,298.34607,RIKEN P-VS1 ID-1145 from Mouse_Aorta_WT_N_Ctr,[M+H]+,null,1.00,True,7.350,298.31070,null,Unknown,null,null,430,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,4436,0,0.00,0.78,0.89,0.73,0.75,1.00,1.00,1.53,27.19,20240423_Mcap_pos_4,298.34576:1112191 299.35043:252843 300.35510:14287,57.07048:20363 59.04278:2142 62.91317:2268 71.08600:13197 73.04006:6361 83.08573:2782 84.08097:3108 85.10136:5292 92.65871:2957 162.70624:2392 298.29108:13530 298.34592:459649
4944,1.146,308.22153,NAE 17:3,[M+H]+,null,0.70,True,5.970,308.25839,C19H33NO2,NAE,YDKWDJKIAOMPSF-UHFFFAOYSA-N,O=C(NCCO)CCCCCCC=CCC=CCC=CCC,410,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,4944,0,0.00,0.76,0.77,0.70,0.75,1.00,2.00,2.30,7.19,20240423_Mcap_pos_3,308.22134:248296 309.22601:73592 310.23068:93257,71.08575:3126 308.22305:10725
4945,2.734,308.22159,NAE 17:3,[M+H]+,null,0.47,True,5.970,308.25839,C19H33NO2,NAE,YDKWDJKIAOMPSF-UHFFFAOYSA-N,O=C(NCCO)CCCCCCC=CCC=CCC=CCC,410,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,4945,0,0.00,0.76,0.26,0.38,0.75,1.00,2.00,2.13,4.34,20240423_Mcap_pos_42,308.22159:409534 309.22626:83381 310.23092:25099,56.37252:2607 67.05478:2954 72.18076:2978 79.05466:3492 91.05437:5918 97.44136:3516 105.06983:3594 112.89281:2838 112.93717:2971 115.25710:2201 145.10077:5237 171.53772:2133 308.29492:14000
5055,4.780,310.27301,RIKEN P-VS1 ID-1275 from Mouse_AdrenalGlands_WT_N_Ctr,[M+H]+,null,1.00,True,7.150,310.28751,null,Unknown,null,null,430,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,5055,0,0.00,0.96,0.03,0.52,0.04,21.00,0.05,0.58,29.68,20240423_Mcap_pos_29,310.27365:895632 311.27832:168246 312.28299:18532,69.07032:10042 81.07023:9210
5056,5.261,310.27319,NAE 17:2,[M+H]+,null,1.00,True,6.590,310.27411,C19H35NO2,NAE,DUWJCLSJSNOUDF-UHFFFAOYSA-N,O=C(NCCO)CCCCCCCC=CCC=CCCCC,410,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,5056,0,0.00,1.00,0.27,0.40,0.75,1.00,2.00,2.25,14.92,20240423_Mcap_pos_19,310.27341:243155 311.27807:43354 312.28274:8603,57.07051:7204 67.05471:4108 69.07028:4617 71.08588:3121 72.23737:3543 72.24221:3835 74.46725:2686 81.07025:5241 83.08574:2773 85.10155:3350 95.08575:5485 109.10138:2241 110.83321:2380 142.08612:3539 143.45757:2635 208.69252:2707 211.91161:2096 250.17514:2480 266.28149:2849 267.26813:7024 310.12610:2610 310.20416:2492 310.23688:9740 310.27383:11505 310.30927:7460
5061,10.101,310.30969,NAE 17:2,[M+H]+,null,1.00,True,6.590,310.27411,C19H35NO2,NAE,DUWJCLSJSNOUDF-UHFFFAOYSA-N,O=C(NCCO)CCCCCCCC=CCC=CCCCC,410,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,5061,0,0.00,0.78,0.90,0.74,0.75,1.00,2.00,2.35,9.65,20240423_Mcap_pos_34,310.30954:546552 311.31421:113361 312.31888:99198,57.07047:11566 67.05482:3146 70.91320:15313 71.08580:4640 72.04462:3292 85.10144:3116 95.08586:4218 106.89265:2500 228.92857:2694 310.23456:9364 310.30890:451088
5065,4.428,310.30994,RIKEN P-VS1 ID-1275 from Mouse_AdrenalGlands_WT_N_Ctr,[M+H]+,null,1.00,True,7.150,310.28751,null,Unknown,null,null,430,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,5065,0,0.00,0.91,0.21,0.69,0.17,21.00,0.10,0.70,79.92,20240423_Mcap_pos_3,310.30939:3070906 311.31405:608701 312.31872:144386,72.04477:37932 97.10132:18520 114.09140:13842
5156,4.989,312.32513,NAE 17:1,[M+H]+,null,1.00,True,7.050,312.28970,C19H37NO2,NAE,IDVOELKLEVHJTQ-UHFFFAOYSA-N,O=C(NCCO)CCCCCCCC=CCCCCCCC,410,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,5156,0,0.00,0.78,0.78,0.71,0.75,1.00,2.00,2.32,207.92,20240423_Mcap_pos_5,312.32489:7452706 313.32956:1609305 314.33423:168995,57.07040:112564 60.04490:366051 71.08588:53280 85.10136:26227 91.20909:5006 139.68466:5335 153.25510:5688 312.32501:2054479
5170,3.772,312.36221,RIKEN P-VS1 ID-1305 from Blank,[M+H]+,null,1.00,True,6.970,312.36292,null,Unknown,null,null,430,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,5170,0,0.00,1.00,0.88,0.73,0.75,1.00,1.00,1.63,82.76,20240423_Mcap_pos_56,312.36221:3397660 313.36688:732349 314.37155:88156,55.15308:2290 55.86594:2688 57.07059:26993 58.06574:5779 60.08139:116147 67.15515:2338 71.08604:15302 73.02889:7093 85.10158:8659 102.00380:2929 133.25060:2876 224.40973:2654 228.01270:3142 312.36197:1496207
5192,1.065,313.16443,Benzyl butyl phthalate (also known as chemical regent),[M+H]+,null,0.71,True,4.889,313.14343,C19H20O4,Others,IRIAEXORFWYRCZ-UHFFFAOYSA-N,CCCCOC(=O)C1=C(C=CC=C1)C(=O)OCC1=CC=CC=C1,430,False,True,True,Normalized unit: nmol_per_microL_plasma; Annotation method: Msp20240227103228_conventional_converted_dev_1; Tag: Confirmed,False,False,5192,0,0.00,0.92,0.02,0.01,0.54,3.00,0.33,0.91,12.46,20240423_Mcap_pos_14,313.16385:449354 314.16852:79577 315.17318:58315,55.01847:12879 55.05480:27398 57.07030:2837 67.05468:4617 69.07030:6663 71.06918:10144 71.08590:3389 80.81178:2089 81.07020:2914 83.08581:35061 86.09647:5800 91.05449:4934 93.07010:4065 103.03912:15010 111.08018:10321 113.05988:2860 137.06006:2985 143.06963:3011 203.09027:8656 205.12135:3096 295.15228:13730 313.13580:9337 313.16855:13339 313.22723:11635
