Measurement Name :,20230622_SDR710_Run02_Plate04_PI,,Generated On :,"22/06/2023, 17:48:24",,,Calibration details for Oxygen,,,Report :,"@m02:IDENTIFICATION
Serial number     : SEBX0007000710      
MUX channel       : ON - 02

PARAMETERS
Sig LED current   : 040
Ref LED current   : 075
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m02:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
22.06.23 16:44:45,144.28,232.77,181,216.97,179.16,332.85,194.17,218.98,268.14,173.41,202.99,240.02,305.76,250.09,214.89,191.97,262.6,181.74,99.79,353.61,173.45,258.09,140.18,207.95,263.87,,25,965,33,27.2,965D6-(E1);
22.06.23 16:45:00,144.53,186.48,203.29,201.86,217.11,260.16,274.59,219.86,213.91,253.65,225.67,222.27,248.55,247.6,245.54,194.77,246.69,173.44,202.71,264.51,232.14,217.36,223.63,142.02,144.98,,25,965,33,27.2,965D6-(E1);
22.06.23 16:45:15,144.78,198.03,192.61,216.97,191.08,257.93,274.27,286.43,235.75,242.38,211.44,196.7,230.99,252.9,281.02,170.79,261.34,180.07,193.73,227.81,195.05,222.42,184.43,247.77,198.24,,25,965,33,27.21,965D6-(E1);
22.06.23 16:45:30,145.03,201.83,225.8,194.18,228.96,250.95,235.33,243,222.96,134.11,193.52,237.58,288.5,192.11,244.31,176.76,223.12,204.15,184.6,285.51,165.01,251.16,144.39,162.58,143.46,,25,965,33,27.21,965D6-(E1);
22.06.23 16:45:45,145.28,239.58,249.16,203.25,206.62,223.2,360.52,198.42,315.5,243.63,248.89,222.56,341.76,271,352.66,192.25,235.4,227.1,198.06,290.53,194.17,277.03,212.64,236.97,224.91,,25,965,33,27.21,965D6-(E1);
22.06.23 16:46:00,145.53,205.06,205.91,230.44,255.82,320.45,280.08,281.2,318.24,259.36,210.85,330.11,276.5,239.89,212.26,184.18,261.02,226.2,124.72,216.03,205.68,277.03,152.62,311.95,275.12,,25,965,33,27.23,965D6-(E1);
22.06.23 16:46:15,145.78,222.99,185.22,203.8,221.71,213.61,282.03,229.38,282.56,238.36,248.58,307.64,283.93,255.09,306.62,153.47,248.85,243.81,176.44,286.84,271.81,253.99,221.24,349.51,223.75,,25,965,33,27.23,965D6-(E1);
22.06.23 16:46:30,146.03,217.86,172.08,173.05,170.11,170.54,262.8,248.85,289.73,329.99,209.39,228.23,272.02,190.13,212.55,132.58,245.77,160.66,229.82,210.67,229.04,283.58,108.05,320.62,162.46,,25,965,33,27.21,965D6-(E1);
22.06.23 16:46:45,146.28,221.18,223.7,227.83,227.21,312.08,316.8,263.23,294.01,297.08,286.39,284.28,301.07,252.9,263.66,186.67,331.28,209.66,241.18,252.04,272.8,290.86,218.86,233.3,195.2,,25,965,33,27.23,965D6-(E1);
22.06.23 16:47:00,146.53,166.49,234.92,174.63,246.43,273.74,300.18,268.95,290.72,245.49,240.85,237.89,257.52,180.3,285.92,141.26,231.48,186.49,243.98,258.73,196.81,281.28,120.09,247.77,259.55,,25,965,33,27.24,965D6-(E1);
22.06.23 16:47:16,146.8,207.13,208.55,266.91,243.44,239.7,287.91,280.87,255.29,287.69,238.4,262.4,261.9,189,274.86,188.34,326.37,169.6,184.6,243.86,219.54,239.69,213.82,309.89,129,,25,965,33,27.23,965D6-(E1);
22.06.23 16:47:31,147.05,248.35,181,222.38,230.42,315.21,300.18,264.82,254.67,310.39,254.83,227.63,340.34,249.47,244.62,195.9,257.56,244.74,235.32,252.04,246.57,285.89,286.3,196.94,222.01,,25,965,33,27.21,965D6-(E1);
22.06.23 16:47:46,147.3,213.67,190.9,173.05,211.7,200.08,269.47,211.37,248.81,224.64,268.81,298.19,207.28,187.02,207.32,207.28,216.04,211.7,243.04,232.71,201.82,311.16,181.06,259.09,186.98,,25,965,33,27.23,965D6-(E1);
22.06.23 16:48:01,147.55,159.05,167.39,188.76,190.81,233.23,246.61,275.69,248.2,246.43,264.33,266.84,238.5,259.51,269.07,213.34,320.46,222.92,259.73,322.9,276.77,177.73,221.54,278.73,190.8,,25,965,33,27.24,965D6-(E1);
22.06.23 16:48:16,147.8,142.57,266.28,213.01,161.72,171.09,288.9,222.23,212.17,260.95,281.46,417.28,262.21,205.02,257.35,176.76,179.07,162.01,213.89,258.73,213.78,250.54,198.66,187.53,168.49,,25,965,33,27.21,965D6-(E1);
22.06.23 16:48:31,148.05,195.7,199.81,204.91,211.13,207.99,311.33,225.79,199.58,245.8,214.67,288.89,202.7,242.35,204.43,137.92,207.6,170.7,277.2,244.18,208.97,261.57,175.21,276.77,219.13,,25,965,33,27.23,965D6-(E1);
22.06.23 16:48:46,148.3,234.62,216.23,191.47,237.19,249.07,302.19,221.93,281.27,202.71,197.24,248.32,288.5,237.14,258.61,229.2,259.13,141.33,263.25,225.07,197.69,201.26,179.94,298.32,207.18,,25,965,33,27.24,965D6-(E1);
22.06.23 16:49:01,148.55,196.87,188.05,220.38,204.65,238.78,200.7,276.98,283.54,211.8,195.81,216.07,286.87,213.48,230.93,212.18,327.77,214.93,213.29,249.52,184.59,222.72,199.81,182.74,204.38,,25,965,33,27.21,965D6-(E1);
22.06.23 16:51:08,150.67,179.65,202.42,230.15,224.89,215.99,309.62,222.82,251.58,227.67,219.11,199.84,243.96,227.75,227.93,185.29,226.98,170.7,228.6,208.89,135.79,259.99,183.58,243.12,195.2,,25,965,33,27.19,965D6-(E1);
22.06.23 16:51:23,150.92,241.44,227.01,223.52,283.62,325.03,391.77,245.15,264.04,289.03,263.37,234.55,303.08,220.57,270.03,197.88,224.9,151.58,234.09,315.53,222.59,224.81,242.19,282.67,191.62,,25,965,33,27.24,965D6-(E1);
22.06.23 16:51:38,151.17,214.26,231.26,241.85,207.46,269.5,342.75,277.95,303.32,242.69,273.97,313.09,302.74,239.28,255.47,211.89,289.06,207.62,238.71,329.29,185.74,184.44,238.5,250.27,234.85,,25,965,33,27.28,965D6-(E1);
22.06.23 16:51:53,151.42,201.54,210.61,216.4,249.45,274.39,234.13,233.28,279.97,165.4,230.49,232.44,286.21,268.75,264.3,213.92,283.48,166.06,272.3,260.97,177.71,265.08,194.36,314.02,233.09,,25,965,33,27.31,965D6-(E1);
22.06.23 16:52:08,151.67,205.06,219.8,249.59,256.74,258.57,241.4,201.84,248.51,185.47,267.52,227.93,319.37,258.24,299.2,162.47,293.69,207.62,236.86,311.01,226.27,202.71,198.95,291.95,230.74,,25,965,33,27.35,965D6-(E1);
22.06.23 16:52:23,151.92,223.9,193.76,244.82,239.56,235.08,364.58,235.7,269.1,264.8,283.76,227.03,281.02,235.92,322.76,209.87,239.95,196.97,212.11,187.66,220.75,245.56,179.94,157.98,263.87,,25,965,33,27.38,965D6-(E1);
22.06.23 16:52:38,152.17,142.03,205.62,192.01,171.43,257.29,178.29,340.86,312.43,248.62,197.24,198.41,213.63,199.25,230.63,165.68,257.56,170.97,276.21,291.54,285.47,224.51,232.39,201.84,234.26,,25,965,33,27.42,965D6-(E1);
22.06.23 16:52:53,152.42,241.76,234.31,218.1,215.4,218.39,335.28,228.78,289.41,202.13,314.05,256.1,287.19,267.78,227.03,213.05,266.08,182.02,311.53,304.8,278.77,230.54,212.05,236.35,176.73,,25,965,33,27.46,965D6-(E1);
22.06.23 16:53:08,152.67,196.87,200.39,228.7,259.19,254.43,308.27,218.69,195.63,196.33,301.76,224.35,259.7,192.11,237.28,165.41,275.69,101.5,213.89,321.49,245.3,164.53,138.09,303.74,267.9,,25,965,33,27.49,965D6-(E1);
22.06.23 16:53:23,152.92,201.54,261.48,224.09,235.42,182.3,241.71,250.71,257.78,316.28,263.69,267.48,278.11,211.43,203.57,150.33,218.98,213.75,241.49,216.63,225.04,255.56,205.61,236.97,267.9,,25,965,33,27.53,965D6-(E1);
22.06.23 16:53:39,153.18,234,167.39,225.82,258.27,246.24,226.34,231.78,339.15,200.09,209.68,268.44,263.15,217.31,211.39,171.33,274.4,174.81,306.71,242.93,221.97,241.85,154.76,387.4,241.08,,25,965,33,27.58,965D6-(E1);
22.06.23 16:53:54,153.43,226.03,224.6,248.09,234.83,308.28,344.54,329.88,343.06,262.87,253.57,271.96,285.89,185.34,255.47,165.68,287.41,139.25,262.93,325.73,227.19,264.44,220.35,270.93,302.86,,25,965,33,27.6,965D6-(E1);
22.06.23 16:54:09,153.68,217.86,264.04,206.3,188.08,265.62,277.49,235.09,214.49,190.02,263.05,260.18,282.31,238.06,270.35,157.43,222.52,178.96,203.88,280.2,266.55,245.87,164.76,184.71,244.97,,25,965,33,27.64,965D6-(E1);
22.06.23 16:54:24,153.93,205.95,255.13,183.92,197.97,215.4,205,256,247.59,221.33,135.43,278.09,240.92,225.05,320.33,182.25,264.82,194.97,275.23,234.55,215.29,267,181.9,288.95,234.85,,25,965,33,27.7,965D6-(E1);
22.06.23 16:54:39,154.18,191.94,250.09,179.39,180.77,250.64,319.21,230.58,236.05,203.58,179.73,365.91,191.97,206.47,231.23,169.98,165.7,175.64,193.16,327.51,207.18,193.22,113.79,314.37,206.62,,25,965,33,27.71,965D6-(E1);
22.06.23 16:54:54,154.43,251.82,212.38,192.01,193.55,240.95,288.9,249.78,256.22,205.04,230.79,250.49,229.2,211.43,220.78,213.92,273.11,167.7,182.06,233.63,193.59,240,174.65,240.34,235.45,,25,965,33,27.75,965D6-(E1);
22.06.23 16:55:09,154.68,232.46,198.36,236.26,207.18,177.79,366.8,226.98,264.36,245.49,226.27,375.26,291.79,212.31,322.76,215.95,287.74,150.26,234.09,255.85,217.11,221.22,163.4,313.33,198.24,,25,965,33,27.78,965D6-(E1);
22.06.23 16:55:24,154.93,175.7,251.98,247.5,208.31,226.83,282.68,270.87,272.59,224.34,231.09,243.08,245.79,159.77,221.67,221.51,250.71,166.88,216.86,301.71,265.24,232.66,170.24,172.44,189.16,,25,965,33,27.84,965D6-(E1);
22.06.23 16:55:39,155.18,244.89,243.55,256.52,215.11,242.19,280.4,257.56,291.38,280.74,255.14,254.85,317.65,274.55,267.48,222.69,268.63,199.83,259.09,260.01,241.83,281.61,191.22,290.95,184.8,,25,965,33,27.85,965D6-(E1);
22.06.23 16:55:54,155.43,254.05,191.76,216.4,215.11,242.19,256.21,248.23,289.08,252.39,210.27,335.76,258.14,239.59,310.02,153.47,266.08,203.86,227.39,288.85,210.47,242.77,238.5,223.63,189.98,,25,965,33,27.88,965D6-(E1);
22.06.23 16:56:09,155.68,208.31,205.91,247.8,273.48,224.1,344.54,291.37,305.33,256.82,253.26,294.19,281.34,237.44,284.28,214.79,284.46,158.51,160.44,268.72,235.87,308.08,202.13,362.03,249.19,,25,965,33,27.92,965D6-(E1);
22.06.23 16:56:24,155.93,224.51,211.49,248.99,208.87,279.64,238.66,232.98,288.75,312.81,196.38,230.93,260.96,267.78,337.18,205.27,294.35,199.26,200.38,265.8,255.2,300.6,190.08,267.07,186.43,,25,965,33,27.96,965D6-(E1);
22.06.23 16:56:39,156.18,231.54,235.84,244.22,242.24,350.24,268.51,250.09,344.49,256.82,255.14,279.07,302.07,205.89,268.44,240.61,247.61,205.88,220.15,240.44,221.36,242.46,207.65,186.96,208.88,,25,965,33,27.99,965D6-(E1);
22.06.23 16:56:54,156.43,248.98,252.61,238.32,274.11,238.16,272.02,216.34,302.65,206.51,254.2,272.6,277.47,209.67,297.52,230.09,323.58,214.05,269.05,326.09,201.23,227.82,210.58,247.46,195.2,,25,965,33,28.03,965D6-(E1);
22.06.23 16:57:09,156.68,179.93,242,211.61,195.2,170.54,312.35,246.38,323.4,292.37,289.7,240.02,311.85,274.22,323.81,211.89,207.31,143.94,297.51,325.38,245.3,266.68,217.97,277.1,247.07,,25,965,33,28.06,965D6-(E1);
22.06.23 16:57:24,156.93,199.49,207.08,234.8,211.13,261.76,206.15,235.4,248.81,212.69,266.24,267.16,231.88,194.39,215.77,177.86,286.75,235.55,247.41,237.64,151.19,248.98,196.36,378.96,247.68,,25,965,33,28.09,965D6-(E1);
22.06.23 16:57:39,157.18,200.37,233.7,257.43,243.73,218.68,352.48,259.76,316.52,275.49,349.1,315.15,295.75,231.67,324.15,186.67,242.09,142.11,199.51,210.37,246.89,249.91,257.82,216.48,159.34,,25,965,33,28.11,965D6-(E1);
22.06.23 16:57:54,157.43,194.54,250.09,207.41,218.54,241.88,299.51,244.54,225.91,257.45,266.24,354.85,292.77,296.29,254.22,191.69,302.71,174.54,248.98,267.1,243.72,246.8,171.89,285.64,245.57,,25,965,33,28.13,965D6-(E1);
22.06.23 16:58:09,157.68,172.06,210.61,224.95,194.93,294.65,329.99,224.9,192.54,194.32,246.71,273.89,283.61,201.26,282.32,169.98,278.92,228.6,257.5,235.17,129.68,215.58,229.96,262.91,194.09,,25,965,33,28.17,965D6-(E1);
22.06.23 16:58:25,157.95,234.62,235.22,198.56,214.83,152.22,239.58,311.18,303.32,233.45,318.9,226.13,281.34,158.69,284.61,188.9,270.23,195.26,211.22,255.22,197.4,196.37,177.43,222.14,181.02,,25,965,33,28.2,965D6-(E1);
22.06.23 16:58:40,158.2,238.02,209.14,206.02,226.34,260.8,351.76,278.28,256.85,225.85,289.7,242.77,277.47,259.19,328,168.09,390.95,275.38,210.63,251.1,255.84,198.66,225.14,268.67,246.77,,25,965,33,28.21,965D6-(E1);
22.06.23 16:58:55,158.45,213.37,224.9,192.28,170.9,175.83,238.06,319.77,283.86,212.1,241.77,239.11,287.52,247.29,216.07,171.6,296.01,176.75,232.56,213.94,277.77,184.73,197.51,418.2,236.33,,25,965,33,28.25,965D6-(E1);
22.06.23 16:59:10,158.7,217.56,244.79,214.7,193.83,222.29,244.77,282.83,271.96,322.57,273.32,243.08,210.16,239.28,312.07,183.9,264.82,132.53,157.99,273.29,316.14,283.91,116.05,324.47,231.91,,25,965,33,28.28,965D6-(E1);
22.06.23 16:59:25,158.95,235.23,292.2,281.58,212.83,249.38,339.54,269.59,301.31,297.76,345.84,315.84,271.06,247.29,340.39,218.58,309.48,254.37,308.08,334.66,291.9,284.57,196.36,404.21,204.94,,25,965,33,28.3,965D6-(E1);
22.06.23 16:59:40,159.2,189.35,164.92,198.01,188.62,240.01,259.34,251.95,272.28,289.69,248.58,200.12,292.11,190.41,309.34,152.69,241.78,225.3,131.44,323.96,246.89,192.65,149.95,244.67,217.7,,25,965,33,28.31,965D6-(E1);
22.06.23 16:59:55,159.45,189.06,289.53,230.15,240.16,274.72,250.31,234.79,237.26,239.29,218.81,241.85,279.4,241.12,269.07,168.9,301.37,211.41,254.65,299.67,189.22,275.4,184.15,249.96,236.63,,25,965,33,28.35,965D6-(E1);
22.06.23 17:00:10,159.7,177.67,196.92,205.46,162.24,221.39,287.58,249.47,243.62,244.25,196.67,182.08,286.21,208.8,326.6,123.77,187.69,189.31,200.67,247,216.2,166.98,214.41,153.15,181.29,,25,965,33,28.36,965D6-(E1);
22.06.23 17:00:25,159.95,183.91,181.84,201.31,194.93,222.29,299.85,266.72,231.86,260.95,223.87,313.78,265.04,185.06,248.32,204.13,320.46,218.17,274.25,312.4,251.35,237.54,198.66,331.53,220.28,,25,965,33,28.39,965D6-(E1);
22.06.23 17:00:40,160.2,178.24,242.31,208.53,264.12,177.23,248.45,319.42,261.84,219.83,234.12,286.58,274.9,203.28,289.55,182.25,322.19,170.15,359.93,257.45,205.09,305.35,174.1,257.82,231.32,,25,965,33,28.42,965D6-(E1);
22.06.23 17:00:55,160.45,188.77,240.45,220.09,230.13,264.98,248.45,288.73,380.87,269.96,215.85,376.77,304.08,189.85,257.04,175.13,178.8,145.78,248.04,269.05,248.48,282.59,214.12,219.45,215.98,,25,965,33,28.46,965D6-(E1);
22.06.23 17:01:10,160.7,166.77,224,237.44,229.84,282.62,333.51,267.99,245.14,278.11,251.38,279.07,300.4,210.55,239.72,182.8,279.57,169.88,220.45,274.27,243.72,216.47,232.39,275.47,218.27,,25,965,33,28.46,965D6-(E1);
22.06.23 17:01:25,160.95,208.61,215.93,191.47,209.44,182.87,292.53,273.76,256.85,212.69,247.65,236.98,274.58,255.72,230.63,172.96,279.9,184.53,217.16,205.94,161.66,199.24,203,242.19,228.98,,25,965,33,28.49,965D6-(E1);
22.06.23 17:01:40,161.2,264.96,192.04,195.55,225.18,192.85,265.97,314.26,215.36,266.41,252.01,278.74,333.27,271.64,218.42,130.05,305.75,202.42,124.46,287.51,240.89,209.4,180.78,227.24,208.88,,25,965,33,28.53,965D6-(E1);
22.06.23 17:01:55,161.45,212.47,295.89,209.37,202.14,323.62,323.71,268.63,285.16,292.37,274.29,335.05,260.02,232.88,259.87,190.01,279.9,184.53,234.4,330.36,165.29,278.66,194.36,359.8,220.57,,25,965,33,28.55,965D6-(E1);
22.06.23 17:02:10,161.7,246.77,215.33,220.38,216.54,252.22,302.86,341.57,287.44,269.64,302.1,247.39,290.14,242.04,262.08,156.63,289.39,150.26,206.51,262.26,205.68,262.85,233,269.32,245.27,,25,965,33,28.58,965D6-(E1);
22.06.23 17:02:25,161.95,195.99,214.45,198.29,229.54,254.11,313.37,267.04,226.21,218.04,227.17,294.85,233.98,201.55,285.27,167.82,257.25,179.24,257.5,247.94,229.97,227.82,164.76,229.96,197.41,,25,965,33,28.6,965D6-(E1);
22.06.23 17:02:40,162.2,210.09,294.89,276.54,224.89,286.27,349.94,318.04,257.47,297.42,292.03,341.47,284.59,295.62,338.96,226.82,300.7,198.97,284.12,406.25,194.17,336.03,227.24,345.87,250.7,,25,965,33,28.61,965D6-(E1);
22.06.23 17:02:55,162.45,178.8,183.53,205.74,261.34,191.7,269.78,258.82,313.79,236.52,255.14,202.99,268.84,209.38,240.63,193.65,231.48,138.21,218.95,242.93,229.35,191.8,169.41,268.35,175.66,,25,965,33,28.63,965D6-(E1);
22.06.23 17:03:11,162.72,245.51,199.81,256.82,277.89,252.22,309.62,297.68,242.1,248.62,278.52,229.73,255.03,189.56,227.33,246.71,244.23,148.67,259.41,352.13,252.95,215.88,214.12,330.11,232.79,,25,965,33,28.66,965D6-(E1);
22.06.23 17:03:26,162.97,170.66,214.74,189.3,241.64,240.63,234.73,259.45,294.67,241.45,230.49,258.3,253.17,249.47,240.02,188.9,276.01,153.17,262.93,248.57,181.43,207.94,170.24,233.3,211.14,,25,965,33,28.67,965D6-(E1);
22.06.23 17:03:41,163.22,208.31,309.16,242.45,251.26,300.07,308.27,336.58,208.42,273.86,218.22,267.16,298.07,316.37,302.56,179.5,312.21,208.2,289.11,311.36,286.14,321.2,242.81,340.1,251.3,,25,965,33,28.7,965D6-(E1);
22.06.23 17:03:56,163.47,214.86,276,233.34,181.31,316.95,266.6,230.88,238.46,245.18,247.96,285.92,300.4,217.31,320.68,166.75,236.61,205.59,295.48,383.46,241.51,345.38,188.38,305.44,247.98,,25,965,33,28.73,965D6-(E1);
22.06.23 17:04:11,163.72,228.17,297.92,260.16,236.6,313.12,296.51,273.44,226.21,211.21,274.62,266.2,293.43,235.31,268.12,242.13,337.29,255.94,286.11,241.06,244.04,296.21,206.19,200.39,246.17,,25,965,33,28.74,965D6-(E1);
22.06.23 17:04:26,163.97,144.7,181.28,217.82,195.2,279.31,278.46,268.63,279.65,161.3,262.73,306.62,290.47,189.85,292.19,154.53,303.72,196.97,227.08,233.94,208.97,196.65,195.21,218.86,250.09,,25,965,33,28.78,965D6-(E1);
22.06.23 17:04:41,164.22,259.16,242,243.04,238.08,310.7,317.49,207.31,320.98,290.03,208.81,275.5,246.1,209.09,366.28,200.99,261.65,145.25,293.8,317.28,240.89,259.35,247.77,346.6,236.63,,25,965,33,28.8,965D6-(E1);
22.06.23 17:04:56,164.47,175.7,261.16,195,222,237.85,262.49,273.11,266.25,297.08,246.09,301.21,281.02,250.4,301.89,182.8,289.72,156.1,224.97,291.2,227.81,284.9,196.65,241.57,159.6,,25,965,33,28.84,965D6-(E1);
22.06.23 17:05:11,164.72,202.42,288.86,229.57,184.82,263.37,289.88,303.39,322.36,358.3,260.83,271.96,349.64,232.58,261.45,240.92,327.42,147.62,243.04,308.24,180.85,245.56,225.14,331.88,246.47,,25,965,33,28.84,965D6-(E1);
22.06.23 17:05:26,164.97,248.35,235.84,261.08,201.86,278.33,262.49,301.03,266.25,265.12,272.03,270.68,372.01,341.02,331.87,156.37,312.21,249.07,368.92,348.45,243.72,281.28,223.63,252.78,240.49,,25,965,33,28.86,965D6-(E1);
22.06.23 17:05:41,165.22,210.39,227.31,237.44,278.53,229.56,240.79,274.4,257.47,320.47,361.96,244.62,273.94,296.62,317.57,194.77,282.5,147.62,279.5,341.88,216.8,253.36,205.32,229.96,175.66,,25,965,33,28.88,965D6-(E1);
22.06.23 17:05:56,165.47,227.25,226.11,268.45,228.96,274.06,323.36,283.81,333.51,244.56,263.05,261.76,249.78,305.74,336.47,237.89,351.66,188.74,228.9,310.66,277.77,268.93,209.41,287.62,248.28,,25,965,33,28.92,965D6-(E1);
22.06.23 17:06:12,165.73,188.49,276.98,262.3,210.28,274.39,272.02,221.93,285.49,226.15,225.07,300.54,306.77,234.4,309,178.68,260.08,227.7,214.18,362.54,221.97,270.22,160.14,272.87,228.11,,25,965,33,28.92,965D6-(E1);
22.06.23 17:06:27,165.98,310.17,230.34,213.86,222.28,290.61,219.83,261.65,254.67,237.13,238.4,213.72,267.89,235.01,284.28,192.81,340.14,180.9,262.61,382.69,275.44,229.63,160.14,325.87,163.77,,25,965,33,28.96,965D6-(E1);
22.06.23 17:06:42,166.23,259.8,235.84,237.73,210.28,286.6,283,327.77,278.69,210.03,275.91,287.24,281.99,280.08,301.21,171.6,293.69,210.83,271.97,305.48,224.12,246.18,228.45,194.64,194.09,,25,965,33,28.98,965D6-(E1);
22.06.23 17:06:57,166.48,222.39,165.47,231.89,209.15,233.54,279.11,199.84,245.14,253.02,240.23,217.24,240.61,191.26,326.6,211.6,189.65,152.64,267.11,254.9,220.14,287.54,180.22,221.84,192.17,,25,965,33,28.99,965D6-(E1);
22.06.23 17:07:12,166.73,219.07,276,222.09,237.19,234.77,303.2,254.13,261.84,242.69,307.88,294.52,282.96,225.35,325.9,169.44,311.87,202.42,246.78,299.67,224.12,275.08,309.2,290.95,190.8,,25,965,33,29.02,965D6-(E1);
22.06.23 17:07:27,166.98,210.09,251.35,235.09,211.98,215.1,269.15,242.39,284.51,257.77,219.7,232.74,262.84,245.12,287.57,196.75,260.39,203.57,201.25,314.14,277.77,260.62,169.96,294.96,296.62,,25,965,33,29.03,965D6-(E1);
22.06.23 17:07:42,167.23,219.67,210.31,207.97,281.39,277.67,340.96,345.16,345.56,221.63,204.73,312.07,276.18,271.64,389.75,193.09,271.19,208.2,275.89,325.38,221.06,281.61,179.66,227.24,247.98,,25,965,33,29.06,965D6-(E1);
22.06.23 17:07:57,167.48,192.52,197.21,215.83,267.54,253.16,260.91,226.39,256.85,288.69,266.88,306.96,231.88,244.51,315.5,116.82,331.99,193.83,316.39,326.09,215.59,237.54,213.82,269.64,199.07,,25,965,33,29.06,965D6-(E1);
22.06.23 17:10:09,169.68,216.96,230.04,229.57,243.44,242.5,325.1,317.01,302.65,333.91,235.04,361.46,240.61,258.87,312.07,203.84,320.46,197.82,293.46,332.5,296.33,264.12,194.93,316.1,200.19,,25,965,33,29.24,965D6-(E1);
22.06.23 17:10:24,169.93,194.83,246.97,249.59,223.73,301.43,326.15,342.29,246.36,239.29,286.39,296.19,260.02,280.73,326.25,190.29,250.09,168.79,264.21,296.27,269.83,241.85,168.04,310.92,281.14,,25,965,33,29.31,965D6-(E1);
22.06.23 17:10:39,170.18,238.95,226.11,216.97,225.18,318.35,325.1,268.95,295.66,200.67,240.85,318.95,331.17,210.55,250.18,176.22,279.25,217.29,303.29,287.51,260.36,278.33,210.88,248.09,263.87,,25,965,33,29.38,965D6-(E1);
22.06.23 17:10:54,170.43,216.36,251.35,263.53,193,241.57,306.91,279.9,295.33,283.05,289.04,257.67,257.83,280.73,315.84,191.69,260.71,104.92,324.45,320.08,196.52,256.19,214.41,261.31,201.58,,25,965,33,29.44,965D6-(E1);
22.06.23 17:11:09,170.68,185.05,229.74,239.2,264.43,223.8,369.78,296.01,304.33,303.88,221.49,286.91,288.17,243.58,335.41,209.58,358.6,172.89,317.43,335.73,214.68,254.3,170.51,266.74,192.17,,25,965,33,29.49,965D6-(E1);
22.06.23 17:11:24,170.93,222.39,223.4,232.47,276.94,267.88,331.75,301.37,322.36,299.79,257.66,317.22,315.6,256.67,263.03,211.02,318.04,197.82,296.16,241.37,250.07,339.25,185.84,323.77,234.56,,25,965,33,29.56,965D6-(E1);
22.06.23 17:11:39,171.18,215.76,282.24,232.18,199.35,360.22,349.58,286.43,267.83,295.4,201.55,321.37,237.29,257.61,273.57,218.58,341.93,181.46,275.56,441.49,195.64,201.55,242.5,214.12,302.86,,25,965,33,29.63,965D6-(E1);
22.06.23 17:11:54,171.43,207.72,206.21,216.12,170.64,283.94,376.53,254.44,234.25,309.36,215.26,368.14,245.79,192.68,239.72,179.77,263.23,185.65,278.18,302.06,236.81,267.33,159.06,329.05,213.7,,25,965,33,29.69,965D6-(E1);
22.06.23 17:12:09,171.68,248.03,249.47,278.11,233.06,279.97,324.75,261.02,293.68,234.06,356.79,213.72,305.09,267.46,306.28,216.24,422.93,177.3,302.95,342.61,280.77,295.54,252.15,334.73,275.75,,25,965,33,29.74,965D6-(E1);
22.06.23 17:12:24,171.93,245.51,278.95,260.47,264.43,344.03,332.81,309.14,279.01,286.03,288.05,289.55,345.69,220.57,289.55,230.39,360.07,232.82,315.69,386.56,204.2,276.38,210,251.52,204.09,,25,965,33,29.8,965D6-(E1);
22.06.23 17:12:39,172.18,207.13,290.53,241.26,308.4,306.91,411.33,296.01,361.87,275.49,256.72,278.42,309.14,248.85,307.64,184.46,345.52,233.13,329.05,277.23,316.84,271.51,208.53,283,246.77,,25,965,33,29.86,965D6-(E1);
22.06.23 17:12:54,172.43,201.54,225.2,230.44,226.92,314.17,340.25,280.22,255.6,273.86,320.98,278.09,253.79,255.41,353.75,174.86,272.79,206.17,290.78,338.26,181.43,256.19,201.26,252.15,197.96,,25,965,33,29.91,965D6-(E1);
22.06.23 17:13:09,172.68,246.77,264.68,252.89,211.98,289.61,304.88,340.86,243.31,289.36,284.41,303.91,301.74,274.22,408.5,171.87,321.5,235.55,297.51,330,227.19,238.77,210.58,238.5,289.47,,25,965,33,29.96,965D6-(E1);
22.06.23 17:13:24,172.93,194.25,177.92,264.45,242.54,285.27,290.87,220.45,269.1,223.44,239.01,287.24,316.28,228.95,300.54,220.04,284.46,245.66,268.73,316.23,195.64,245.25,242.19,227.54,213.13,,25,965,33,30.02,965D6-(E1);
22.06.23 17:13:39,173.18,199.49,233.09,213.01,305.41,264.98,299.18,295.68,333.16,334.63,273.64,284.61,233.68,244.51,299.87,175.4,315.29,197.54,269.05,304.8,274.78,186.42,237.27,307.15,255.87,,25,965,33,30.05,965D6-(E1);
22.06.23 17:13:54,173.43,216.66,309.85,248.69,242.24,266.91,361.62,293.02,311.41,276.47,274.94,264.61,240.31,256.98,362.2,193.09,302.04,187.62,305,266.78,254.23,253.99,215.3,236.97,196.86,,25,965,33,30.09,965D6-(E1);
22.06.23 17:14:10,173.7,204.47,209.72,243.04,248.24,307.94,249.38,261.97,283.21,263.19,241.46,273.25,258.77,247.91,301.21,166.48,295.35,197.82,255.6,256.17,220.14,253.67,262.27,284.32,206.06,,25,965,33,30.13,965D6-(E1);
