Lipid,VIP
LPC 22:6,1.6208844646919462
LPC 16:0,1.611924170562106
SL 27:2;O2,1.608440224802403
MGDG 38:8|MGDG 18:3_20:5,1.6034835500496434
DGDG 27:0|DGDG 12:0_15:0,1.6020172140898075
PC O-38:8,1.594977266694127
Cer 35:5;O2|Cer 18:2;O2/17:3,1.5949288707479634
DGDG 34:6|DGDG 16:2_18:4,1.5894692993407393
DGDG 36:7|DGDG 18:3_18:4,1.5783674118363822
DG O-37:7|DG O-19:3_18:4,1.5767371041988623
MGDG O-41:9|MGDG O-19:3_22:6,1.5745914626867141
Cer 33:5;O2|Cer 12:0;O2/21:5,1.5720670042129168
DG O-37:5|DG O-19:3_18:2,1.5689161673810679
DG 32:5,1.5627464525142798
DGDG 38:8|DGDG 16:2_22:6,1.560880304212768
MGDG 34:3|MGDG 16:0_18:3,1.5551251957968264
TG 66:2;O2|TG 16:0_16:0_18:1;O(FA 16:0),1.5515771015859614
Cer 35:6;O2|Cer 20:2;O2/15:4,1.54403815552169
FA 18:4,1.5395086048171327
TG 30:0|TG 8:0_10:0_12:0,1.5341988848102275
PC O-40:8,1.504697934693928
DG 34:8,1.5033846802416224
Cer 34:1;O2|Cer 19:0;O2/15:1,1.502920313522258
AHexCer 42:6;O2|AHexCer (O-15:1)27:5;O2,1.5026916941173694
NAE 22:1,1.496404109845973
TG O-55:11|TG O-19:3_18:4_18:4,1.4949245835228022
DG 45:5,1.4941612769583728
SE 24:1;O3/20:5,1.4844005606761026
DGDG 36:6|DGDG 16:1_20:5,1.4806115135477271
LPE O-20:3,1.474643634780861
DG 47:13,1.473968550823514
DG 40:5,1.4660597126114807
DG 27:6,1.4616869467561875
DGDG 27:1|DGDG 12:0_15:1,1.4587616657941582
TG 64:2;O2|TG 16:0_16:0_16:1;O(FA 16:0),1.4569700465994837
TG 66:1;O2|TG 16:0_16:0_18:0;O(FA 16:0),1.4546556233488708
Cer 33:7;O2|Cer 13:2;O2/20:5,1.439578375493725
DG 17:0,1.4309916463458343
DG 19:2,1.41919035418168
Cer 40:7;O2|Cer 24:3;O2/16:4,1.4159066480339109
DG 36:9|DG 18:4_18:5,1.4147323563636451
DG 43:4,1.4001444834542769
TG 52:9|TG 16:2_16:2_20:5,1.3982921985675154
DG 34:1,1.3975564010691293
Cer 32:6;O2|Cer 15:2;O2/17:4,1.3965984593430707
TG O-54:5|TG O-16:1_19:2_19:2,1.3813738774503768
VAE 15:2,1.3756099840866798
PC O-40:9,1.3667804699457706
NAE 28:7,1.36577221432432
DG 30:8,1.365048433539843
DG 43:11,1.36251793515709
DG 23:1,1.3615275235944924
Cer 39:2;O3|Cer 18:1;O2/21:1;O,1.3612706199611022
PC O-43:4,1.3586340539253987
DG 28:6,1.3582108788573044
Cer 30:4;O2|Cer 16:3;O2/14:1,1.3543035108754489
DG 47:7,1.3534782762168849
FA 20:3,1.3496383175057796
PC 45:4,1.3482528264056834
PC O-36:2|PC O-10:0_26:2,1.3375992216373573
PC O-36:0,1.3374707776132546
Cer 33:1;O4|Cer 18:0;O3/15:1(2OH),1.330181617186146
FA 22:4,1.3299037942234788
PC 30:3,1.3292137103495856
Cer 32:7;O2|Cer 16:3;O2/16:4,1.3287750260710227
TG 50:7|TG 14:0_18:3_18:4,1.3259970749896648
DG 36:3,1.3259957590794462
LPC 21:4,1.3234675527172006
DG O-35:1|DG O-21:0_14:1,1.3231084625972156
DG 37:5,1.3227008141687906
PC O-34:0,1.3194801668216036
DG 45:11,1.3190420464362544
TG O-54:7|TG O-19:4_15:3_20:0,1.3174524958247487
DG 23:5,1.3146651174868271
Cer 42:2;O2|Cer 18:0;O2/24:2,1.3122197916415905
FA 20:5,1.3078355900334575
DG 37:8,1.3076609163312576
DG 51:5,1.3039599846853123
PC O-41:4,1.2995237746457529
SE 29:1/16:0,1.2980932584000822
VAE 6:0,1.2978139353005498
DGDG 36:7|DGDG 16:2_20:5,1.2968128169710793
TG O-47:7|TG O-17:1_15:3_15:3,1.2952083405892336
DG 36:9,1.294871158720068
TG 46:4|TG 14:0_14:0_18:4,1.2935451661419806
TG 46:1|TG 14:0_16:0_16:1,1.287105994174023
DG 15:0,1.28559401513584
AHexCer 42:2;O3|AHexCer (O-17:0)25:2;O3,1.2851206645217934
LPE O-18:0,1.285014164748526
TG 64:1;O2|TG 16:0_16:0_18:0;O(FA 14:0),1.2812144902128908
DGDG 40:10|DGDG 18:4_22:6,1.2808523627354762
PC O-35:2|PC O-14:0_21:2,1.2781794024898732
TG O-52:6|TG O-22:0_15:3_15:3,1.2763264164224968
Cer 31:7;O2|Cer 13:2;O2/18:5,1.2758916406425875
HexCer 37:5;O2,1.2741696727021026
DG 40:8,1.2738576823712717
FA 34:7,1.2732029122673496
PC 30:4,1.2725440065793436
DG O-35:3|DG O-19:3_16:0,1.2701880606021942
DGDG 42:11|DGDG 20:5_22:6,1.2688978886390805
TG O-51:8|TG O-21:2_15:3_15:3,1.2667371067597404
PC O-35:5,1.2640473660346325
TG 54:11|TG 18:3_18:4_18:4,1.2639577611903403
FA 18:2;O2,1.2561336620757135
PC 32:0,1.2556549776670811
PC 32:4,1.2520056962721888
TG O-58:6|TG O-22:0_18:3_18:3,1.2487225527628631
TG 48:5|TG 14:0_14:0_20:5,1.2469089508479052
LPC 16:4,1.2465972625915875
PC O-37:3,1.2406594386067418
VAE 13:1,1.2368369002687334
Cer 35:2;O2|Cer 19:0;O2/16:2,1.235439443184732
Cer 34:0;O2|Cer 16:0;O2/18:0,1.2338277060919096
PC 36:2,1.2313011739507127
PE 30:5,1.230859059316169
DG 22:0,1.229015254852311
MGDG O-35:3|MGDG O-19:3_16:0,1.2286902339169392
NAE 16:4,1.2286827655621144
NAGlySer 17:1;O,1.2264376869797649
MGDG 38:10|MGDG 18:5_20:5,1.2249343731203157
PC O-36:6,1.2216613698420553
FA 22:3,1.219350728440402
Cer 31:4;O2|Cer 12:2;O2/19:2,1.2191114179873095
Cer 39:5;O2|Cer 21:2;O2/18:3,1.2165704433336733
PC 26:2,1.2157109112017979
LPC 28:1,1.211175278829368
BMP 18:2|BMP 8:1_10:1,1.209451999935952
DGDG 34:4|DGDG 16:0_18:4,1.2061393070686717
SHexCer 33:3;O3|SHexCer 18:2;O2/15:1;O,1.202804856705981
FA 22:5,1.2022670899776644
Cer 46:9;O2|Cer 24:3;O2/22:6,1.1962729951896756
FA 14:0;O,1.1949825978708162
TG 46:2|TG 14:0_16:1_16:1,1.1945850804554468
DGDG 40:10|DGDG 20:5_20:5,1.1919798424685302
HBMP 42:3|HBMP 12:0_12:0_18:3,1.191811100831069
DGDG 27:3|DGDG 12:0_15:3,1.1888478208244766
PC 32:5,1.1879745231447592
DG 39:0,1.185342561006135
TG 54:10|TG 18:3_18:3_18:4,1.1807509166530674
LPC 18:3,1.1782388681233158
DG 22:2,1.1781062206641177
PS 16:0,1.1767028815387677
DGDG 38:7|DGDG 16:1_22:6,1.176651567328201
FA 19:5,1.1764274846069405
Cer 42:1;O2|Cer 21:0;O2/21:1,1.1753136559981316
DG 30:5,1.1747520950398627
TG 52:9|TG 16:2_18:3_18:4,1.1745730002901105
NAOrn 14:1,1.172994311303256
Tryptophan,1.1722787969079462
PC O-32:2,1.1709956111209532
Cer 32:6;O2|Cer 13:2;O2/19:4,1.1666657072306021
DG 32:1|DG 16:0_16:1,1.1619680690846625
PC O-42:9,1.1598833402448652
DG 20:4,1.158609204770213
TG O-49:12|TG O-19:4_15:4_15:4,1.1571514397353249
DG 36:4,1.1536205302454214
TG 58:12|TG 18:3_18:4_22:5,1.1511998362960583
SM 36:1;O3,1.1491901952806505
DG 38:4|DG 16:0_22:4,1.1453586726779272
PC 32:3,1.143430413174647
CAR 22:6,1.1386488604982805
SE 28:1/22:4,1.1338681541174152
PC O-36:10,1.1329111566740524
HBMP 46:5|HBMP 12:0_12:0_22:5,1.1324517952840278
VAE 19:1,1.1303447521738124
TG 50:6|TG 14:0_18:3_18:3,1.1293357212440065
DG 36:5,1.1291222524765143
CL 75:8|CL 17:0_18:2_18:2_22:4,1.128992846360797
TG 56:12|TG 18:3_18:4_20:5,1.1288291712037966
PC O-41:5,1.1271539931672845
PC 35:1,1.1262605995329542
TG 52:8|TG 16:0_18:4_18:4,1.1244979453785695
TG 56:10|TG 16:0_20:5_20:5,1.1236550971991417
SM 43:9;O2,1.1236267241287055
SM 23:3;O3,1.12206161514978
CAR 20:0,1.1202704701488337
HBMP 40:1|HBMP 12:0_12:0_16:1,1.1150901775018287
DG 21:1,1.1137910844414023
Cer 47:5;O2|Cer 19:0;O2/28:5,1.1110934156438412
TG 52:8|TG 16:1_18:3_18:4,1.1108145473013125
Cer 31:6;O2|Cer 12:1;O2/19:5,1.109977823347102
FA 30:6,1.1055918222306016
DG 46:12,1.1040749655319215
ST 28:1;O,1.1039959467035836
FA 18:3,1.1038090209183256
Cer 37:3;O3,1.102602464799905
LPC 22:0,1.1023306630581398
PE O-33:6,1.1020647815675169
TG O-48:1|TG O-16:0_16:0_16:1,1.1018694413468417
DG 38:6,1.100328815396615
PC O-32:0|PC O-16:0_16:0,1.0996460777344697
DG 30:4,1.0958615335848856
VAE 13:0,1.0939820975654775
DGDG 34:5|DGDG 16:1_18:4,1.0908477451857441
DG 39:4,1.089697335408543
LPC 26:2,1.088778621289712
FA 18:2,1.0883328930376404
Cer 33:4;O2|Cer 18:2;O2/15:2,1.088044582426584
Cer 53:3;O2|Cer 19:2;O2/34:1,1.0855103006429958
MGDG 38:9|MGDG 18:4_20:5,1.084744610329902
DG 42:0,1.0820157217152533
FA 16:1,1.0783972904991865
DG 44:8,1.0771485544463837
Cer 32:4;O2|Cer 17:0;O2/15:4,1.0765019369368902
TG 60:13|TG 20:4_20:4_20:5,1.0764774886643667
Cer 37:6;O2|Cer 15:1;O2/22:5,1.0747484290688227
DMPE 40:10|DMPE 20:5_20:5,1.0732798281940807
TG O-42:4|TG O-10:0_16:2_16:2,1.073271371641801
Cer 41:2;O3|Cer 18:1;O2/23:1;O,1.0728717526591312
DG 36:8,1.0722437604370167
AHexCer 61:3;O2|AHexCer (O-24:0)37:3;O2,1.0717551921308612
TG 56:11|TG 18:3_18:3_20:5,1.0716999473631668
TG 48:4|TG 14:0_16:1_18:3,1.0711742045326687
DG 29:0,1.069552182867255
SE 28:1/15:3,1.0667825546176708
CE 22:4,1.0662600529290422
MGDG 36:9|MGDG 18:4_18:5,1.064785658528511
DG O-31:0|DG O-16:0_15:0,1.0608272695584184
DG 23:3,1.0565925424872014
DG 32:1,1.0549710966360613
TG O-51:9|TG O-13:1_19:4_19:4,1.053358442114312
TG O-51:8|TG O-21:0_15:4_15:4,1.0533462073991486
TG 48:2|TG 14:0_16:0_18:2,1.0511076752334323
DG 25:4,1.050491842826539
SE 24:2;O4/26:1,1.0502123699807113
Cer 29:5;O2|Cer 12:1;O2/17:4,1.049458253171313
DG 35:0,1.0492546778526617
MGDG 40:10|MGDG 18:4_22:6,1.0428686860277285
DGDG O-13:0,1.0413260058895288
PC 35:2,1.0403902338122781
DG 42:1,1.0390113618191612
DG 30:0,1.037857816452595
TG 51:8|TG 16:0_15:4_20:4,1.0363668556928216
MGDG 36:8|MGDG 18:4_18:4,1.0357945750764246
DG 26:2,1.03564034674133
Cer 34:2;O3|Cer 18:2;O2/16:0;O,1.029212895335103
DG O-34:4|DG O-18:0_16:4,1.0289431436806213
DG 38:9,1.0277610733215439
DG 36:6,1.026793941061893
PC 30:0,1.0222202601486894
PEtOH 35:9,1.0218805071898223
TG 46:0|TG 14:0_16:0_16:0,1.0217672905516408
TG 54:9|TG 18:3_18:3_18:3,1.0191014507631477
TG 63:6;O2|TG 16:0_20:4_9:0;O(FA 18:1),1.0188992123281468
PC 40:8;O3|PC 22:6_18:2;O3,1.0152569073086049
Cer 38:6;O2|Cer 20:2;O2/18:4,1.0144942244191388
MGDG 34:2|MGDG 16:0_18:2,1.011225937256316
Cer 42:7;O2|Cer 27:3;O2/15:4,1.0108453936164383
DG 32:7,1.0107041647357478
NAE 28:6,1.0102755922665536
NAE 20:4,1.0102367930018707
PE O-36:4,1.0099090369547923
Cer 50:3;O3|Cer 18:2;O2/32:1;O,1.0096079490104155
ST 27:1;O,1.0082297730436323
SE 24:2;O4/27:1;O,1.0076469029627073
PC O-41:7,1.0072416257084498
AHexCer 47:6;O3|AHexCer (O-20:4)27:2;O3,1.007194705119361
DG 40:4|DG 18:0_22:4,1.0071314211093951
DGDG 36:0|DGDG 14:0_22:0,1.0034196633398564
SE 28:2/15:4,1.0033448386309696
Cer 37:5;O2|Cer 22:2;O2/15:3,1.002368433160776
TG 58:10|TG 18:3_18:3_22:4,1.0012000392873845
DG 24:5,1.0002261211387518
