gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,contrast
Montipora_capitata_HIv3___TS.g26719.t1,346.7202722218907,-0.5465330210837263,0.16272366274788017,-3.3586573203585663,7.832212552904146e-4,0.0106525387811937,30vs27
Montipora_capitata_HIv3___RNAseq.g5012.t1,773.3135758243302,-0.440774794829763,0.13360682321621337,-3.29904404744708,9.701468728142685e-4,0.012654529350677853,30vs27
Montipora_capitata_HIv3___RNAseq.g5017.t1,14043.637464288007,0.32806333538288657,0.042790538368310295,7.666726054230784,1.7644206533309864e-14,3.2882043622395982e-12,30vs27
Montipora_capitata_HIv3___RNAseq.g5032.t1,3215.531917730069,0.26670773956782284,0.09475657538034768,2.814662080148767,0.0048828547995391856,0.042261783783758625,30vs27
Montipora_capitata_HIv3___RNAseq.g5036.t1,443.61276113621716,-0.7727282364430403,0.16830078354584607,-4.591352578180629,4.403826552898118e-6,1.58086544167355e-4,30vs27
Montipora_capitata_HIv3___RNAseq.g5038.t1,1055.1190314527137,-0.46971398753880006,0.1309318289083731,-3.5874698417869713,3.3390233847562433e-4,0.005482006715478901,30vs27
Montipora_capitata_HIv3___RNAseq.g5043.t1,1622.4876034115282,-0.2243115074076619,0.07186900323145802,-3.121116160262506,0.0018016695121615032,0.019925281890180058,30vs27
Montipora_capitata_HIv3___RNAseq.g5067.t1,804.3216507437197,-0.366751717912798,0.1265358949874646,-2.898400631292256,0.003750711405873591,0.034769454468446453,30vs27
Montipora_capitata_HIv3___RNAseq.g5096.t1,1237.9276173673315,0.7282835615495824,0.09231503379173711,7.889111140798491,3.043463932046432e-15,6.058568313816976e-13,30vs27
Montipora_capitata_HIv3___RNAseq.g5100.t1,3111.4421798023945,0.695715838253379,0.12763359815177372,5.450883218273594,5.012027601303198e-8,3.091573926747515e-6,30vs27
