Measurement Name :,20230625_SDR641_Run02_Plate03_PR_F1F2,,Generated On :,"25/06/2023, 19:11:20",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000641      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 045
Ref LED current   : 095
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
25.06.23 18:12:21,27.77,173.22,186.06,176.35,180.29,173.93,171.97,184.87,182.69,183.2,192.37,166.69,178.76,143.68,147.1,178.37,171.49,170.76,158.62,198.68,187.26,174.86,152.6,175.08,186.9,,33,965,33,30.3,965D6-(E1);
25.06.23 18:12:36,28.02,177.44,173.44,166.92,176.6,173.68,178.84,182.91,191.2,173.96,184.98,158.87,177.78,127.6,151.12,168.81,170.3,173.19,161.99,187.38,179.32,158.68,163.75,154.12,184.22,,33,965,33,30.33,965D6-(E1);
25.06.23 18:12:51,28.27,170.5,180.83,174.88,181.28,181.82,181.07,180.21,186.56,180.43,181.19,162.17,181.21,131.91,148.28,183.1,169.34,164.26,163.68,176.57,184.87,165.99,171.73,166.73,179.38,,33,965,33,30.33,965D6-(E1);
25.06.23 18:13:06,28.52,171.98,187.57,172.7,176.36,173.68,179.09,178.75,193.17,182.95,182.45,155.36,181.7,134.66,149.22,185.35,164.62,160.21,155.27,196.9,177.48,162.68,157.08,164.61,187.88,,33,965,33,30.35,965D6-(E1);
25.06.23 18:13:21,28.77,169.52,168.33,164.53,175.38,176.38,163.52,190.08,184.87,178.93,173.71,162.17,175.11,135.12,145.21,182.6,168.4,156.19,149.59,177.78,171.49,158.22,157.55,168.15,180.1,,33,965,33,30.36,965D6-(E1);
25.06.23 18:13:36,29.02,169.52,179.09,169.8,174.4,172.95,174.91,187.84,186.81,188.77,172.97,153.73,179.74,132.83,139.37,180.36,173.4,161.16,156.7,172.45,175.65,157.05,157.32,159.45,178.65,,33,965,33,30.38,965D6-(E1);
25.06.23 18:13:51,29.27,171.98,172.46,168.11,172.46,169.79,173.19,176.31,185.11,179.68,165.6,162.88,165.51,134.89,141.23,179.61,173.64,153.38,161.75,175.84,181.43,153.1,154.72,172.44,183.49,,33,965,33,30.38,965D6-(E1);
25.06.23 18:14:06,29.52,171.49,180.08,170.76,174.65,176.14,180.32,179.97,187.29,179.18,179.44,158.87,180.47,139.26,144.04,185.85,175.8,160.69,156.47,192.12,180.9,169.33,162.56,168.63,184.71,,33,965,33,30.36,965D6-(E1);
25.06.23 18:14:21,29.77,172.72,184.31,175.61,175.14,179.09,181.31,181.68,190.22,187.75,176.44,162.65,185.64,140.88,137.05,175.41,178.22,159.26,172.23,178.76,187,176.07,170.76,165.32,178.65,,33,965,33,30.39,965D6-(E1);
25.06.23 18:14:36,30.02,174.21,175.15,170.76,175.14,164.23,189.82,183.15,185.35,176.69,200.13,161.94,183.17,137.88,150.65,187.36,174.6,160.21,159.1,184.41,185.67,157.75,163.99,165.79,181.79,,33,965,33,30.4,965D6-(E1);
25.06.23 18:14:51,30.27,176.94,186.31,178.3,179.06,178.85,185.55,190.83,190.47,176.94,185.99,166.21,189.62,144.61,152.55,187.11,186.02,170.03,165.62,194.13,191.28,165.76,168.82,178.22,194.3,,33,965,33,30.4,965D6-(E1);
25.06.23 18:15:06,30.52,174.95,176.87,171,182.27,162.56,175.4,183.64,178.61,177.93,163.66,152.8,171.01,135.8,150.65,179.61,178.46,167.14,160.78,185.15,181.96,163.39,161.36,171.97,185.44,,33,965,33,30.41,965D6-(E1);
25.06.23 18:15:21,30.77,167.56,171,160.73,170.76,168.09,179.83,174.62,181.25,173.46,161.23,152.8,166.7,119.52,141.46,180.85,165.56,158.79,142.8,191.62,180.11,176.07,154.01,173.64,181.07,,33,965,33,30.43,965D6-(E1);
25.06.23 18:15:36,31.02,171.73,179.09,168.11,176.36,180.08,180.57,190.08,184.87,181.19,179.44,149.56,176.08,130.55,141.46,175.9,171.01,166.9,156.94,183.42,176.7,165.04,173.93,168.39,182.28,,33,965,33,30.44,965D6-(E1);
25.06.23 18:15:51,31.27,174.7,171,169.32,181.53,168.82,171,182.17,187.54,187.24,174.46,156.06,182.68,132.6,144.74,186.86,178.46,163.3,158.38,180.23,182.22,157.98,162.32,178.46,186.41,,33,965,33,30.43,965D6-(E1);
25.06.23 18:16:06,31.52,166.58,174.91,163.1,177.83,176.38,178.84,186.6,186.56,182.44,180.94,161.23,181.7,126.24,143.1,188.12,171.97,164.5,150.77,181.21,175.39,169.09,165.44,169.82,185.93,,33,965,33,30.43,965D6-(E1);
25.06.23 18:16:21,31.77,169.03,174.42,165.48,177.83,168.82,178.35,182.41,185.59,183.7,179.94,156.06,174.38,139.26,151.83,186.36,173.16,171.49,155.51,188.12,175.65,163.86,159.69,169.58,182.52,,33,965,33,30.46,965D6-(E1);
25.06.23 18:16:36,32.02,178.19,185.56,177.81,180.04,178.85,181.31,189.33,189,187.75,184.22,164.31,173.9,140.65,156.38,178.87,181.13,188.76,159.34,195.89,188.87,160.56,165.19,176.29,190.09,,33,965,33,30.47,965D6-(E1);
25.06.23 18:16:51,32.27,179.94,184.81,173.91,186,175.64,178.84,191.58,184.38,188.26,180.94,160.52,176.81,128.28,141,178.12,176.52,168.83,157.42,176.08,184.34,179.97,172.95,160.62,173.39,,33,965,33,30.49,965D6-(E1);
25.06.23 18:17:06,32.52,168.29,184.06,170.76,176.36,168.09,184.3,177.77,183.66,180.43,189.55,163.6,173.42,130.32,153.03,186.86,174.84,163.3,161.75,190.12,177.74,165.76,172.46,164.84,175.77,,33,965,33,30.51,965D6-(E1);
25.06.23 18:17:21,32.77,173.22,181.32,172.7,186.99,176.14,171,177.04,185.11,180.68,192.11,162.88,178.76,128.73,144.51,171.24,171.49,169.55,156.7,196.14,181.96,158.92,167.12,174.36,180.1,,33,965,33,30.55,965D6-(E1);
25.06.23 18:17:36,33.02,170.99,194.66,172.21,182.76,170.76,182.56,185.12,188.27,182.69,182.96,158.17,170.29,126.92,150.88,173.2,177.49,170.76,163.92,188.37,181.43,159.39,162.79,176.77,182.76,,33,965,33,30.58,965D6-(E1);
25.06.23 18:17:51,33.27,176.94,178.11,172.7,181.77,171,180.08,184.14,183.17,183.95,184.98,159.34,179.98,125.57,139.83,182.35,175.8,167.62,163.68,203.27,182.22,155.42,171.24,180.41,178.41,,33,965,33,30.61,965D6-(E1);
25.06.23 18:18:06,33.52,174.46,177.12,174.64,184.25,181.32,185.05,181.68,193.17,187.5,175.2,153.49,173.42,131.46,139.37,175.9,174.12,173.43,171,191.62,183.01,169.81,162.08,174.6,180.58,,33,965,33,30.65,965D6-(E1);
25.06.23 18:18:21,33.77,172.72,178.35,169.56,178.81,179.34,174.91,181.43,185.84,196.98,181.19,166.93,176.08,127.82,139.37,181.6,177.49,162.83,154.56,183.91,183.28,168.14,170.51,179.92,176.97,,33,965,33,30.68,965D6-(E1);
25.06.23 18:18:36,34.02,171.49,180.33,172.94,177.58,165.19,167.37,185.86,187.05,183.45,169.27,157.23,171.49,120.86,134.28,179.61,168.4,158.55,159.82,187.87,180.64,162.68,164.47,166.5,176.73,,33,965,33,30.68,965D6-(E1);
25.06.23 18:18:51,34.27,176.94,172.95,174.88,177.58,175.15,179.09,193.08,188.51,177.43,175.95,161.46,176.81,125.12,139.6,184.1,176.77,171.49,160.3,188.87,178.27,165.99,160.41,170.77,181.55,,33,965,33,30.68,965D6-(E1);
25.06.23 18:19:06,34.52,170.01,175.89,166.68,181.28,169.3,185.55,183.64,183.17,181.44,186.24,157.93,174.63,131.46,141.46,186.61,169.58,169.79,160.78,186.14,176.7,163.86,163.03,169.1,173.63,,33,965,33,30.72,965D6-(E1);
25.06.23 18:19:21,34.77,173.22,174.42,174.88,178.32,181.32,168.09,183.64,182.45,185.98,185.23,157,168.37,126.69,138.44,185.1,166.97,168.34,149.35,179.49,169.93,162.68,160.17,160.85,186.17,,33,965,33,30.74,965D6-(E1);
25.06.23 18:19:36,35.02,173.96,176.14,169.8,182.76,174.91,181.31,186.6,179.09,183.45,188.79,168.12,187.63,126.02,142.4,180.61,179.18,173.19,153.13,196.9,182.48,167.9,169.54,170.77,183.49,,33,965,33,30.76,965D6-(E1);
25.06.23 18:19:51,35.27,178.69,185.81,181.5,186.49,174.91,184.8,178.01,193.66,190.56,180.44,161.94,164.8,135.12,141.93,189.63,171.49,172.95,154.8,190.87,180.9,178.26,162.32,170.29,180.1,,33,965,33,30.76,965D6-(E1);
25.06.23 18:20:06,35.52,170.26,182.07,174.15,174.89,176.14,186.05,193.58,183.42,188.01,185.48,165.02,164.8,131.91,148.75,177.38,174.12,169.55,157.42,189.37,185.4,164.33,163.75,172.2,179.86,,33,965,33,30.78,965D6-(E1);
25.06.23 18:20:21,35.77,175.95,180.83,169.56,180.29,178.6,176.87,176.8,188.27,177.43,178.19,159.58,169.57,126.02,147.33,189.63,174.36,174.65,153.13,190.37,185.67,161.97,175.89,166.97,178.41,,33,965,33,30.78,965C6-(E1);
25.06.23 18:20:36,36.02,175.2,183.06,168.84,174.4,164.23,179.83,181.92,181.49,176.69,173.71,158.64,164.08,131.23,142.17,180.61,174.84,169.31,158.38,182.43,178.53,163.62,165.68,162.26,178.41,,33,965,33,30.79,965D6-(E1);
25.06.23 18:20:51,36.27,172.72,175.89,173.67,180.54,170.76,181.56,186.11,180.77,182.95,184.47,165.74,171.97,130.77,144.27,165.66,169.58,168.1,149.35,189.62,180.9,164.1,162.32,165.79,183.73,,33,965,33,30.79,965D6-(E1);
25.06.23 18:21:06,36.52,173.22,169.54,168.6,182.02,171.49,166.4,178.5,188.27,179.68,175.7,152.57,172.69,129.86,142.87,185.85,169.11,170.28,158.14,192.87,176.7,168.85,169.79,176.77,184.46,,33,965,33,30.79,965D6-(E1);
25.06.23 18:21:21,36.77,174.95,171.73,168.11,176.85,173.68,181.81,198.63,184.62,187.75,189.3,162.17,179.49,132.37,143.8,195.23,176.52,178.08,161.5,191.37,191.01,160.09,171.24,166.97,171.49,,33,965,33,30.82,965D6-(E1);
25.06.23 18:21:36,37.02,175.2,176.38,180.27,175.38,172.22,176.62,181.68,181.25,183.45,178.19,160.28,171.97,132.37,137.75,172.47,168.87,166.9,162.47,194.88,183.01,169.57,173.93,172.2,173.63,,33,965,33,30.82,965D6-(E1);
25.06.23 18:21:51,37.27,178.19,176.14,170.04,170.76,165.68,174.91,183.89,181.73,173.46,174.21,151.87,168.13,129.18,134.74,186.86,170.53,162.35,144.43,185.89,181.43,156.12,161.36,164.61,176.25,,33,965,33,30.83,965C6-(E1);
25.06.23 18:22:06,37.52,180.19,184.81,173.18,176.11,178.11,185.3,193.58,191.45,181.44,171.73,161.46,180.23,128.5,144.74,175.16,173.64,172.95,154.32,200.46,189.67,163.86,173.68,175.81,174.34,,33,965,33,30.85,965D6-(E1);
25.06.23 18:22:22,37.78,177.94,173.2,175.37,175.87,180.08,181.07,198.12,184.62,183.2,196.23,160.05,175.84,129.86,146.39,184.35,181.86,173.19,159.58,201.22,189.67,162.92,171.98,174.36,176.49,,33,965,33,30.86,965D6-(E1);
25.06.23 18:22:38,38.05,185.99,182.32,181.74,181.77,191.35,193.62,185.86,190.22,185.22,183.21,166.93,177.78,132.37,149.7,174.43,179.43,178.57,154.32,192.87,190.74,172.45,177.61,165.55,187.15,,33,965,33,30.9,965D6-(E1);
25.06.23 18:22:54,38.32,166.34,194.4,227.12,207.13,163.51,201.81,242,193.66,172.23,208.26,172.45,188.37,126.69,129.7,208.71,202.76,187.51,170.51,189.37,191.28,162.21,139.18,197.22,199.29,,33,965,33,30.93,
25.06.23 18:23:09,38.57,194.43,210.96,164.76,192.52,167.85,196.42,221.71,191.2,163.42,195.2,196.44,193.12,105.91,127.2,183.1,184.05,177.59,165.86,203.27,191.82,149.87,186.56,171.49,218.99,,33,965,33,31.01,
25.06.23 18:23:24,38.82,181.45,181.08,169.08,167.86,185.06,173.68,195.34,178.37,188.01,172.23,153.26,134.85,118.63,129.93,174.67,168.4,157.84,121.4,173.66,179.06,157.75,170.76,146.8,181.07,,33,965,33,31.13,
25.06.23 18:23:39,39.07,179.19,171.73,173.91,186.99,172.46,178.84,186.36,176.7,173.71,168.54,162.65,173.17,128.96,153.03,180.11,179.43,174.16,163.2,194.38,180.11,158.68,167.85,164.37,185.93,,33,965,33,31.19,
25.06.23 18:23:54,39.32,176.94,181.32,176.1,182.27,182.57,189.82,177.77,181.25,183.7,182.45,157.23,168.61,132.14,146.62,176.4,176.28,173.92,155.03,185.39,180.64,168.14,172.71,173.64,181.55,,33,965,33,31.24,
25.06.23 18:24:18,39.72,172.47,185.56,174.88,183.26,178.35,175.89,182.41,189.25,182.44,175.95,153.03,179.74,129.41,138.21,184.6,175.56,173.92,151,195.64,188.87,165.99,173.44,179.19,184.22,,33,965,33,31.28,
25.06.23 18:24:25,39.83,174.7,184.31,173.43,186.74,177.61,179.09,186.36,190.71,182.69,176.94,165.74,171.25,131.68,144.27,179.61,177.73,177.1,158.62,190.37,175.91,165.76,173.68,171.01,178.89,,33,965,33,31.3,
25.06.23 18:24:41,40.1,174.46,185.06,177.08,181.03,178.11,179.33,182.91,188.03,189.53,190.32,149.56,178.03,127.6,147.57,182.1,173.4,175.87,158.14,187.63,179.32,167.42,176.14,177.5,180.58,,33,965,33,31.33,
25.06.23 18:24:56,40.35,176.69,181.57,181.99,188.75,189.08,189.31,180.45,189,190.05,183.21,151.87,172.93,128.73,139.83,179.12,174.6,175.63,158.62,187.13,189.67,168.38,174.66,183.82,191.08,,33,965,33,31.33,
25.06.23 18:25:11,40.6,179.19,191.1,177.08,185,187.07,189.82,188.84,191.45,184.96,180.94,153.73,176.81,128.96,148.04,175.9,182.34,175.87,158.86,198.93,184.87,167.18,175.89,174.12,184.46,,33,965,33,31.36,
25.06.23 18:25:26,40.85,176.44,179.09,175.37,184.5,185.06,181.31,178.01,189.25,183.2,190.83,157.7,172.21,127.15,152.55,175.66,176.77,176.36,159.1,187.63,184.07,160.8,179.59,170.77,188.37,,33,965,33,31.39,
25.06.23 18:25:41,41.1,178.44,185.06,184.22,189.5,177.37,179.58,188.09,190.22,188.01,188.53,158.4,184.65,131,156.86,181.85,182.59,173.19,149.59,193.37,190.21,165.99,175.4,174.12,185.44,,33,965,33,31.4,
25.06.23 18:25:56,41.35,176.69,179.59,179.04,184.5,181.82,187.3,188.09,182.69,184.46,185.48,155.13,167.41,128.5,147.33,175.16,180.88,174.65,152.19,199.69,186.73,166.47,180.08,171.73,181.07,,33,965,33,31.41,
25.06.23 18:26:11,41.6,181.95,188.58,179.04,185.25,182.07,186.8,186.11,191.7,188.77,183.46,154.19,171.97,126.92,149.93,179.36,183.32,175.14,155.51,188.62,181.69,170.53,174.42,163.67,182.76,,33,965,33,31.41,
25.06.23 18:26:26,41.85,180.69,180.08,176.35,193.28,178.85,177.85,184.87,190.71,183.95,181.7,156.53,171.97,129.18,141.93,180.36,187,174.65,149.59,186.88,186.46,169.81,181.32,175.81,185.19,,33,965,33,31.44,
25.06.23 18:26:41,42.1,177.44,179.84,175.86,186.74,184.56,190.32,182.17,186.56,192.35,178.19,153.03,170.53,126.92,145.21,179.12,184.3,172.95,153.61,201.48,185.67,164.81,176.87,173.16,185.68,,33,965,33,31.47,
25.06.23 18:26:56,42.35,175.7,185.06,187.95,190.51,181.82,189.06,192.08,188.03,186.48,190.32,164.07,178.27,131,140.3,184.1,179.67,171.25,159.82,195.13,181.43,172.21,194.4,173.64,187.15,,33,965,33,31.47,
25.06.23 18:27:11,42.6,183.97,184.56,179.28,186.49,182.07,186.55,184.38,188.51,187.24,189.81,158.87,176.08,130.09,138.67,182.1,183.32,174.41,161.02,185.39,184.07,165.99,181.32,171.97,183.49,,33,965,33,31.49,
25.06.23 18:27:26,42.85,175.7,184.06,175.37,186,177.12,186.3,180.21,181.73,185.22,185.99,149.56,170.29,129.18,143.33,174.67,177.01,174.41,150.77,188.37,187.26,164.1,184.81,166.73,181.07,,33,965,33,31.5,
25.06.23 18:27:41,43.1,176.19,182.57,181.74,180.29,175.64,192.35,180.7,180.53,179.68,189.55,157.46,173.66,117.75,136.82,184.85,178.22,169.31,141.41,199.44,177.48,163.86,174.42,162.73,180.34,,33,965,33,31.5,
25.06.23 18:27:56,43.35,181.45,182.32,176.59,188.25,180.08,192.85,176.8,188.51,186.48,192.37,153.96,178.27,127.6,136.59,184.35,180.15,173.68,152.42,190.37,179.32,169.81,176.38,165.55,179.62,,33,965,33,31.53,
25.06.23 18:28:11,43.6,178.44,182.82,181.74,189.75,182.32,187.55,190.33,184.62,189.28,189.3,158.87,169.09,124.67,139.6,183.6,186.51,173.92,157.66,186.63,182.22,165.76,168.82,171.73,175.06,,33,965,33,31.54,
25.06.23 18:28:27,43.87,180.19,188.58,178.55,193.79,187.82,189.57,186.6,188.03,189.28,177.44,152.8,174.38,125.34,145.92,181.1,190.21,178.33,151,193.37,187.53,169.33,174.91,172.68,174.82,,33,965,33,31.55,
25.06.23 18:28:42,44.12,175.95,180.83,176.35,189.25,181.57,179.83,183.15,181.25,182.95,177.94,152.33,175.35,124.22,135.43,172.96,183.08,173.92,150.77,189.37,179.06,166.47,184.06,168.39,174.82,,33,965,33,31.57,
25.06.23 18:28:57,44.37,177.94,187.07,178.3,194.04,178.11,190.07,189.58,191.7,188.26,175.95,152.57,171.73,128.73,134.28,187.61,182.1,172.46,150.77,194.63,180.9,168.14,176.63,166.97,171.49,,33,965,33,31.57,
25.06.23 18:29:12,44.62,181.7,181.32,185.46,194.55,180.58,185.3,196.6,196.14,184.21,184.47,156.29,180.72,125.12,146.39,181.85,187.49,174.65,153.13,190.87,182.75,172.93,181.82,174.12,180.1,,33,965,33,31.58,
25.06.23 18:29:27,44.87,182.7,183.31,183.72,193.28,182.07,191.08,185.37,195.15,186.74,182.45,156.29,173.17,122.42,142.4,174.92,183.32,176.12,151.71,193.88,179.58,164.57,179.59,179.92,181.07,,33,965,33,31.61,
25.06.23 18:29:42,45.12,171.73,183.31,180.76,189.75,179.84,190.07,179.97,184.38,185.22,181.45,152.57,180.23,122.87,148.04,179.12,187.74,172.95,151,197.66,182.48,165.99,179.34,170.53,176.49,,33,965,33,31.64,
25.06.23 18:29:57,45.37,176.19,181.82,186.95,196.07,183.31,193.87,191.83,184.38,192.35,176.19,153.96,177.54,128.73,144.74,178.37,187.49,179.31,153.61,194.13,186.46,165.52,174.42,174.84,175.77,,33,965,33,31.65,
25.06.23 18:30:12,45.62,174.95,178.35,180.76,191.51,177.86,180.32,189.83,179.81,182.69,179.94,148.18,170.53,117.3,148.51,181.6,185.53,173.19,154.8,196.9,177.74,159.15,180.08,169.34,180.1,,33,965,33,31.68,
25.06.23 18:30:27,45.87,175.95,175.4,178.3,185.75,174.42,188.31,188.59,180.77,180.68,178.69,147.95,162.9,116.64,144.27,181.35,184.79,174.16,148.88,197.92,183.81,157.75,165.19,172.68,169.12,,33,965,33,31.68,
25.06.23 18:30:42,46.12,180.94,178.35,182.48,186.99,173.44,189.57,182.17,181.25,178.43,174.7,154.43,169.81,113.55,134.28,185.1,181.86,170.28,151.24,186.38,187.53,160.33,176.63,171.25,181.07,,33,965,33,31.69,
25.06.23 18:30:57,46.37,177.44,182.57,188.95,191.77,181.32,193.62,188.84,187.78,183.45,178.19,157.23,181.21,123.1,150.41,185.85,180.15,177.1,158.14,192.87,190.74,163.15,184.56,172.2,170.78,,33,965,33,31.69,
25.06.23 18:31:12,46.62,182.45,188.32,189.2,199.65,176.63,189.57,189.09,193.17,183.95,189.3,152.1,176.32,121.98,149.22,188.62,187.49,176.61,154.8,198.42,191.82,161.27,184.06,178.71,180.58,,33,965,33,31.74,
25.06.23 18:31:27,46.87,179.19,186.82,187.95,196.07,181.57,195.65,182.66,182.93,185.72,183.21,154.89,176.81,123.99,139.83,183.35,185.53,179.81,157.9,194.38,189.94,164.57,182.82,171.97,177.93,,33,965,33,31.74,
25.06.23 18:31:43,47.13,176.69,182.57,187.45,193.53,174.91,186.8,192.08,184.14,182.44,176.44,147.95,173.66,126.69,140.53,178.87,184.54,179.56,157.42,192.87,186.73,164.33,178.6,173.64,181.79,,33,965,33,31.76,
25.06.23 18:31:58,47.38,177.44,185.81,191.46,194.04,186.82,180.82,190.83,185.59,194.15,174.95,158.17,177.3,123.77,139.83,180.61,187.99,179.07,158.14,193.12,192.89,164.1,185.81,172.92,174.82,,33,965,33,31.76,
25.06.23 18:32:13,47.63,178.94,184.06,185.96,198.11,177.86,183.3,194.34,186.56,176.94,173.46,159.81,169.33,121.08,144.27,181.1,185.77,168.83,152.42,188.87,181.16,159.39,184.06,171.73,176.49,,33,965,33,31.79,
25.06.23 18:32:28,47.88,177.44,187.57,185.96,198.62,183.81,184.8,189.83,189.73,186.48,180.19,149.33,177.05,122.42,148.28,174.92,183.08,178.08,149.82,199.69,178.27,159.86,174.91,174.84,171.96,,33,965,33,31.8,
25.06.23 18:32:43,48.13,183.46,183.06,187.2,203.5,184.06,191.59,192.33,183.42,191.32,182.96,158.87,176.81,124.22,150.41,182.1,189.22,179.07,158.62,192.37,188.06,161.5,169.06,173.88,175.54,,33,965,33,31.83,
25.06.23 18:32:58,48.38,179.19,182.07,188.95,191.77,183.56,190.58,193.58,188.27,183.95,178.44,155.36,170.53,119.97,138.44,184.6,187.25,172.95,156.94,191.37,180.11,158.45,176.63,175.08,171.01,,33,965,33,31.83,
25.06.23 18:33:13,48.63,184.47,181.57,185.71,197.86,184.56,191.59,192.58,184.14,183.45,183.97,154.89,170.05,118.63,142.17,176.89,186.26,178.57,157.66,193.12,185.93,158.68,169.06,174.6,176.01,,33,965,33,31.85,
25.06.23 18:33:28,48.88,184.22,185.06,189.95,199.13,188.32,192.35,202.19,187.54,184.71,174.21,157.93,178.76,125.34,146.86,181.6,193.44,177.84,159.1,199.19,183.54,167.42,184.31,178.46,186.66,,33,965,33,31.86,
25.06.23 18:33:43,49.13,179.19,176.14,183.72,191.51,181.57,189.06,187.84,184.38,185.98,167.07,152.1,171.97,123.1,139.14,171.49,181.86,176.61,146.77,183.91,181.69,159.15,173.93,172.44,173.39,,33,965,33,31.88,
25.06.23 18:33:58,49.38,182.2,187.07,190.95,196.58,185.81,192.35,197.11,186.32,186.23,174.46,159.11,170.05,121.08,146.39,180.85,184.05,176.36,156.94,195.89,184.07,160.8,171,173.64,167.71,,33,965,33,31.9,
25.06.23 18:34:13,49.63,183.21,178.85,181.25,193.79,177.12,184.05,189.58,187.05,185.22,172.72,156.06,178.51,113.99,138.67,182.1,186.75,175.63,153.61,196.14,180.11,152.4,173.68,171.97,168.18,,33,965,33,31.9,
25.06.23 18:34:28,49.88,190.83,181.08,179.53,194.8,182.57,188.31,190.58,184.38,188.52,175.45,155.83,180.72,120.41,144.51,188.37,186.51,178.33,154.8,190.87,186.73,160.09,174.66,166.26,174.82,,33,965,33,31.91,
25.06.23 18:34:43,50.13,179.44,190.59,185.46,200.67,183.06,197.19,195.6,188.27,179.43,177.44,160.76,180.23,123.1,140.3,183.85,194.69,183.77,159.1,195.13,193.7,167.66,171.49,175.32,177.93,,33,965,33,31.94,
25.06.23 18:34:58,50.38,184.22,187.32,186.7,196.33,182.82,183.05,192.58,185.59,184.71,179.44,155.36,167.65,117.52,140.77,186.61,192.45,176.85,153.37,200.46,187,157.75,175.64,176.53,172.44,,33,965,33,31.96,
25.06.23 18:35:13,50.63,182.7,182.57,183.23,196.07,190.34,191.59,193.83,190.96,190.56,185.23,153.49,173.66,114.87,136.36,189.63,191.7,172.22,152.66,195.64,190.47,167.9,170.03,178.95,172.44,,33,965,33,31.97,
25.06.23 18:35:28,50.88,180.94,183.81,184.71,199.13,179.59,193.36,190.58,187.78,184.96,177.94,165.02,169.81,113.99,139.6,190.39,187.25,174.9,157.9,191.62,180.9,162.68,179.84,169.82,167,,33,965,33,32,
25.06.23 18:35:43,51.13,182.45,176.87,186.95,192.52,177.86,189.06,189.83,184.87,190.3,171.98,158.87,170.53,117.3,131.07,185.85,187.25,171.49,156.47,190.87,181.43,157.28,178.35,158.52,177.45,,33,965,33,32,
25.06.23 18:35:58,51.38,182.7,188.58,194.23,197.6,189.58,199.24,201.17,190.71,195.95,183.46,164.07,175.11,111.58,141.23,192.43,187.25,181.29,160.06,194.38,192.62,161.03,174.42,173.88,182.03,,33,965,33,32.01,
25.06.23 18:36:13,51.63,181.95,184.56,188.2,191.77,182.57,191.59,191.83,185.84,181.94,185.48,157.93,166.94,113.11,137.05,188.62,187.49,180.3,152.66,195.89,184.6,153.1,178.6,166.73,178.17,,33,965,33,32.01,
25.06.23 18:36:28,51.88,183.21,184.31,186.45,205.83,179.09,185.05,195.34,184.14,189.79,187.51,158.4,173.66,112.67,137.51,188.88,192.7,179.56,155.03,193.12,190.74,162.92,178.85,167.44,173.63,,33,965,33,32.03,
25.06.23 18:36:43,52.13,182.2,186.06,187.45,192.27,184.31,197.7,195.09,188.76,184.96,181.7,161.94,172.69,112.67,138.44,190.65,191.95,181.29,155.03,189.37,178.27,159.15,173.93,172.2,173.39,,33,965,33,32.04,
25.06.23 18:36:58,52.38,186.24,179.09,185.96,195.56,188.83,184.8,195.85,184.38,179.43,181.19,157.46,170.05,116.86,136.36,193.19,188.23,178.08,156.94,194.63,182.48,155.42,170.51,172.68,168.18,,33,965,33,32.05,
25.06.23 18:37:13,52.63,183.21,182.82,185.96,200.93,185.31,198.21,202.45,184.38,182.19,177.94,158.87,165.98,119.52,139.6,181.35,196.95,174.9,157.42,192.12,178.27,160.33,178.35,159.92,176.01,,33,965,33,32.08,
25.06.23 18:37:28,52.88,175.2,182.07,184.96,198.88,182.82,196.16,193.33,181.97,181.19,177.44,157.46,159.83,114.65,141,177.38,187,177.59,156.7,186.14,180.64,154.26,170.27,171.25,176.01,,33,965,33,32.1,
25.06.23 18:37:43,53.13,183.46,191.1,185.46,198.88,189.08,195.14,197.36,187.29,189.28,178.94,161.46,171.73,117.08,138.67,185.85,193.19,181.04,164.16,190.87,189.13,165.99,180.33,176.29,173.15,,33,965,33,32.11,
25.06.23 18:37:58,53.38,179.94,183.56,186.2,198.62,182.82,188.81,193.33,181.73,183.95,175.2,159.11,164.32,116.64,144.27,192.17,189.47,176.12,160.3,187.63,185.93,159.39,172.46,166.97,163.72,,33,965,33,32.11,
25.06.23 18:38:13,53.63,188.28,200.29,190.45,196.58,183.06,198.98,195.34,181.25,183.95,177.44,154.66,172.69,114.21,144.04,187.61,192.2,179.31,156.7,198.17,194.24,165.76,177.37,175.32,176.73,,33,965,33,32.14,
25.06.23 18:38:28,53.88,178.44,185.81,185.46,199.65,186.82,198.47,185.86,182.45,176.69,180.69,154.19,169.57,107,137.51,188.88,189.22,177.34,161.5,187.63,180.11,158.22,177.12,164.84,169.83,,33,965,33,32.15,
25.06.23 18:38:43,54.13,180.69,187.32,190.95,200.16,185.81,195.14,192.33,183.66,183.7,176.94,162.41,171.49,114.65,128.56,188.12,194.69,178.82,160.78,188.62,181.96,164.57,171.24,172.68,172.44,,33,965,33,32.15,
25.06.23 18:38:58,54.38,178.44,186.31,191.96,194.8,178.35,186.05,193.33,178.61,182.19,179.69,156.53,171.73,110.26,139.83,181.6,187.99,176.61,147,188.37,185.93,154.26,167.61,168.63,171.96,,33,965,33,32.16,
