Measurement Name :,20230625_SDR710_Run01_Plate02_PR_F1F2,,Generated On :,"25/06/2023, 17:00:31",,,Calibration details for Oxygen,,,Report :,"@m02:IDENTIFICATION
Serial number     : SEBX0007000710      
MUX channel       : ON - 02

PARAMETERS
Sig LED current   : 040
Ref LED current   : 075
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m02:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
25.06.23 16:05:49,25.7,187.08,155.08,125.24,158.74,163.79,184.3,166.4,193.36,161.56,201.19,169.48,128.03,160.43,153.27,151.77,124.76,180.95,169.4,193.93,195.36,193.38,165.01,161.59,179.78,,27,965,33,26.06,965D6-(E1);
25.06.23 16:06:04,25.95,176.14,153.76,127.23,148.75,150.58,172.4,159.91,186.9,157.54,186.24,167.03,123.97,154.16,142.73,156.61,118.66,172.37,168.23,186.37,189.56,195.62,155.1,157.34,163.77,,27,965,33,26.09,965D6-(E1);
25.06.23 16:06:19,26.2,184.26,158.77,127.98,153.46,156.09,181.58,161.53,193.08,162.1,196.72,171.66,123.97,159.91,151.94,154.46,124.76,176.23,174.7,196.48,200.04,185.08,165.01,160.79,170.07,,27,965,33,26.1,965D6-(E1);
25.06.23 16:06:34,26.45,178.09,153.24,128.98,151.62,154.77,167.6,159.11,188.86,164.8,203.44,170.29,119.69,157.81,143.78,159.32,122.37,174.29,174.11,202.73,197.4,183.99,165.29,151.54,176.71,,27,965,33,26.1,965D6-(E1);
25.06.23 16:06:49,26.7,181.45,154.03,128.23,150.06,156.36,176.16,158.03,189.7,162.91,190.08,169.48,126,147.44,141.43,151.24,120.78,175.12,173.52,196.19,198.28,183.16,152.01,152.59,171.72,,27,965,33,26.1,965C6-(E1);
25.06.23 16:07:04,26.95,184.26,160.36,134.5,151.89,151.36,167.86,149.78,190.82,160.75,194.22,165.4,129.82,156.51,147.45,154.73,125.02,170.44,170.87,192.24,183.53,197.02,162.73,154.17,175.88,,27,965,33,26.11,965D6-(E1);
25.06.23 16:07:19,27.2,187.37,166.5,128.73,150.32,165.93,177.51,160.72,186.9,163.18,190.63,167.84,127.52,162.8,150.88,156.89,123.16,180.68,174.99,186.09,199.16,195.06,165.29,147.88,190.21,,27,965,33,26.11,965D6-(E1);
25.06.23 16:07:34,27.45,189.07,166.23,134.75,148.75,166.2,168.13,165.32,200.76,171.34,189.26,175.77,131.87,162.8,147.45,152.04,118.66,182.07,171.75,205.31,193.33,194.22,170.16,162.93,185.96,,27,965,33,26.13,965D6-(E1);
25.06.23 16:07:49,27.7,181.73,159.3,131.48,151.89,165.4,170.26,162.61,189.98,157.8,189.26,165.95,124.73,157.55,152.21,159.32,126.09,168.25,168.82,193.09,198.57,187.56,166.43,156.28,173.66,,27,965,33,26.14,965B6-(E1);
25.06.23 16:08:04,27.95,186.52,165.69,129.98,144.86,156.62,165.74,153.76,186.34,161.02,195.89,170.29,122.46,166.77,151.94,153.65,122.1,173.74,168.23,192.53,191.3,195.34,164.15,158.13,161.05,,27,965,33,26.14,965B6-(E1);
25.06.23 16:08:19,28.2,183.69,162.76,128.48,145.11,156.09,167.86,152.16,190.26,165.62,190.63,163.78,129.82,157.29,153.8,155,125.29,169.9,169.4,197.32,202.39,188.39,158.48,161.59,165.68,,27,965,33,26.17,965D6-(E1);
25.06.23 16:08:34,28.45,188.5,162.76,131.73,152.15,163.79,172.4,158.03,190.54,160.75,202.32,156.28,123.21,162.54,145.09,151.77,125.02,172.64,175.29,200.17,187.84,198.7,169.59,154.17,170.9,,27,965,33,26.17,965B6-(E1);
25.06.23 16:08:49,28.7,190.21,163.29,128.23,142.53,163.52,170.53,154.29,186.62,161.83,199.79,171.38,126.25,164.92,146.93,165.87,115.24,176.23,173.81,186.09,193.33,192.27,161.31,154.69,154.31,,27,965,33,26.17,
25.06.23 16:09:04,28.95,189.35,163.29,129.98,158.47,164.33,176.16,158.84,189.98,168.33,194.5,170.02,124.98,159.91,154.6,157.16,126.63,168.53,171.75,198.46,195.07,198.42,163.87,158.93,182.86,,27,965,33,26.19,965D6-(E1);
25.06.23 16:09:19,29.2,186.23,161.42,123.01,144.34,164.33,168.93,152.16,186.62,157.54,199.51,162.7,123.97,157.55,151.94,156.34,123.69,166.89,172.34,191.4,193.62,191.72,156.5,159.46,174.21,,27,965,33,26.2,965D6-(E1);
25.06.23 16:09:34,29.45,179.76,155.34,124.49,152.67,160.06,178.59,158.3,186.34,160.75,190.63,158.41,123.21,157.29,160.22,150.7,115.5,172.09,166.19,191.96,190.43,190.61,155.38,154.96,172.83,,27,965,33,26.2,965B6-(E1);
25.06.23 16:09:49,29.7,178.37,157.45,127.23,147.97,162.19,171.86,163.96,194.5,160.49,203.16,163.24,126.76,157.29,138.05,149.1,114.72,165.8,172.34,202.45,188.41,191.16,157.63,155.75,166.23,,27,965,33,26.2,965B6-(E1);
25.06.23 16:10:04,29.95,183.69,164.62,126.23,151.62,165.67,168.66,160.72,196.77,163.18,183.51,163.51,118.93,162.54,155.66,150.43,120.25,170.72,166.48,194.5,195.07,202.65,157.35,157.6,177.27,,27,965,33,26.21,965D6-(E1);
25.06.23 16:10:19,30.2,190.21,157.45,125.49,147.71,164.06,190.62,157.77,191.67,164.26,198.12,164.59,123.21,165.18,155.66,150.43,122.1,171.54,168.82,189.16,194.78,197.02,161.31,157.87,166.78,,27,965,33,26.21,965B6-(E1);
25.06.23 16:10:34,30.45,189.64,158.77,132.74,144.86,163.26,175.08,158.84,188.3,162.91,196.45,161.09,125.24,155.46,150.09,154.46,121.57,170.99,170.28,193.93,193.04,201.24,161.02,157.07,178.94,,27,965,33,26.24,965D6-(E1);
25.06.23 16:10:50,30.72,193.92,160.36,126.48,146.93,161.39,175.08,160.72,188.86,156.47,191.46,163.78,122.2,161.22,147.98,146.7,116.55,162,175.88,189.16,191.01,203.22,150.34,163.2,171.45,,27,965,33,26.24,965D6-(E1);
25.06.23 16:11:05,30.97,200.54,163.56,137.03,150.32,165.13,171.86,164.23,191.67,162.64,185.42,168.39,128.54,165.45,163.99,153.65,127.16,167.98,168.53,191.96,190.14,197.58,159.89,156.02,171.17,,27,965,33,26.24,965D6-(E1);
25.06.23 16:11:20,31.22,198.52,162.76,120.54,154.25,162.19,166.8,164.77,197.05,160.75,185.7,153.88,126.25,165.45,149.82,157.16,119.19,172.37,175.88,200.45,197.4,208.62,162.16,152.06,170.62,,27,965,33,26.25,965D6-(E1);
25.06.23 16:13:09,33.03,195.07,168.65,120.78,148.49,158.47,168.13,164.77,198.19,170.24,204.29,171.11,126.25,172.11,155.66,146.44,120.51,166.07,180.03,198.46,195.36,187.01,155.94,156.02,173.66,,27,965,33,26.31,
25.06.23 16:13:24,33.28,189.35,167.03,122.02,147.19,164.59,173.74,162.34,194.78,165.62,196.72,162.44,121.45,170.77,163.45,151.24,110.8,173.74,174.99,198.18,193.33,182.89,156.22,153.11,176.99,,27,965,33,26.31,
25.06.23 16:13:39,33.53,190.78,158.51,121.77,142.79,156.09,169.73,165.04,188.02,158.34,199.79,157.08,119.18,164.39,147.19,145.11,116.29,166.89,172.34,198.18,191.88,186.18,160.17,156.81,173.38,,27,965,33,26.35,
25.06.23 16:13:54,33.78,193.63,163.02,123.25,151.36,163.26,171.59,159.64,193.08,156.2,195.89,164.05,117.43,166.77,154.07,145.64,116.29,166.07,173.22,208.19,193.62,196.46,154.25,158.66,167.32,,27,965,33,26.35,
25.06.23 16:14:09,34.03,192.2,162.49,123.01,149.27,157.94,183.48,166.4,197.9,159.14,196.17,169.75,119.18,167.04,154.33,148.57,121.57,166.07,175.29,199.31,202.09,192.27,160.46,158.66,170.62,,27,965,33,26.36,
25.06.23 16:14:24,34.28,193.35,167.03,129.23,147.71,156.09,179.4,169.67,188.58,165.34,201.47,167.57,122.96,178.57,152.47,149.9,118.4,170.99,174.99,201.31,192.17,186.46,161.88,156.54,168.97,,27,965,33,26.41,
25.06.23 16:14:39,34.53,188.79,170.8,119.55,154.25,150.06,179.13,157.23,189.14,166.16,193.67,168.12,120.69,169.7,147.72,144.84,117.61,164.17,169.99,192.24,208.6,182.62,166.15,158.93,175.04,,27,965,33,26.41,
25.06.23 16:14:54,34.78,187.08,163.29,123.5,151.1,162.72,179.95,160.18,191.95,162.37,194.78,160.82,121.95,175.06,155.4,149.1,121.57,162.81,171.16,193.93,197.4,186.46,157.35,156.02,166.23,,27,965,33,26.42,
25.06.23 16:15:09,35.03,187.93,170.8,128.73,148.75,162.19,177.78,168.03,194.21,168.88,191.46,167.3,126,172.11,150.35,152.58,118.13,171.54,177.95,195.06,202.68,191.44,164.72,156.28,178.38,,27,965,33,26.44,
25.06.23 16:15:24,35.28,190.49,167.84,129.48,139.7,153.2,183.48,164.5,196.2,163.72,198.68,173.03,116.93,180.2,151.15,154.46,122.37,172.92,182.12,193.09,202.09,196.46,163.58,162.66,188.79,,27,965,33,26.45,
25.06.23 16:15:39,35.53,190.78,167.03,123.25,149.27,154.51,171.59,164.5,186.9,176.56,193.39,166.49,118.18,172.38,156.73,143.52,116.55,167.43,174.4,189.44,194.78,193.11,166.15,163.2,178.94,,27,965,33,26.46,
25.06.23 16:15:54,35.78,188.79,168.65,112.95,144.86,158.47,172.4,165.59,186.06,174.63,198.68,167.3,115.18,167.84,154.6,148.3,115.24,157.96,165.03,189.72,194.49,190.05,158.76,159.99,177.82,,27,965,33,26.48,
25.06.23 16:16:09,36.03,189.92,167.84,126.48,136.89,157.94,175.89,159.38,193.08,174.91,201.47,168.12,119.43,175.33,150.09,150.17,121.04,157.15,171.75,200.17,193.62,187.29,155.1,156.54,196.21,,27,965,33,26.48,
25.06.23 16:16:24,36.28,192.77,164.09,121.52,138.16,155.04,169.46,160.45,195.06,163.45,197.56,161.09,104.55,172.11,153,149.9,119.72,165.53,163.57,186.09,196.53,187.56,155.94,158.4,178.38,,27,965,33,26.49,
25.06.23 16:16:39,36.53,193.06,171.07,121.28,140.73,157.94,174.54,157.77,194.78,166.16,200.91,173.85,111.95,172.11,155.13,149.1,129.03,172.64,172.05,207.62,195.36,189.77,155.38,164.27,176.99,,27,965,33,26.49,
25.06.23 16:16:54,36.78,193.06,164.62,120.78,142.27,160.59,171.59,162.61,191.11,169.7,189.53,160.82,120.69,169.97,150.88,144.84,124.23,161.73,165.9,195.91,195.94,187.56,164.15,157.6,174.49,,27,965,33,26.52,
25.06.23 16:17:09,37.03,194.49,169.19,122.26,143.56,153.2,174.01,163.15,190.54,171.89,197.28,168.39,110.71,175.33,150.35,148.83,121.57,167.16,169.4,195.06,191.88,193.94,163.3,157.6,179.78,,27,965,33,26.52,
25.06.23 16:17:24,37.28,195.93,168.92,122.26,144.34,157.15,172.67,165.86,193.36,180.72,197,169.75,115.43,165.71,149.03,155,129.03,168.25,174.11,191.12,193.62,187.01,166.72,162.13,182.02,,27,965,33,26.53,
25.06.23 16:17:39,37.53,194.49,173.24,117.1,145.37,161.13,169.99,165.32,197.33,168.33,197.56,173.85,111.45,169.17,159.14,151.24,131.45,161.46,173.22,199.6,192.46,187.56,155.94,161.06,177.27,,27,965,33,26.56,
25.06.23 16:17:54,37.78,190.21,170.53,118.81,141.76,157.94,168.93,162.61,195.63,172.71,198.12,162.17,116.93,169.43,162.1,151.5,124.76,160.92,173.52,196.76,196.53,178.8,161.88,159.99,167.87,,27,965,33,26.55,
25.06.23 16:18:09,38.03,193.35,173.78,117.34,141.76,159.53,170.79,166.4,199.62,167.25,198.4,157.34,112.69,176.68,149.3,150.17,130.11,165.26,173.52,200.74,191.3,184.54,162.73,155.22,175.6,,27,965,33,26.56,
25.06.23 16:18:24,38.28,197.08,171.89,118.81,142.79,156.36,175.08,161.53,195.91,166.43,194.22,170.29,119.18,181.56,151.41,155.54,123.43,165.8,168.82,198.18,199.16,185.08,161.59,160.79,170.35,,27,965,33,26.58,
25.06.23 16:18:39,38.53,190.21,172.7,122.76,136.12,159.8,179.67,170.77,196.2,171.61,201.75,161.36,118.18,177.22,148.24,151.24,133.34,173.74,169.11,191.4,194.2,181.8,165.01,157.6,192.21,,27,965,33,26.59,
25.06.23 16:18:54,38.78,191.92,168.92,123.01,138.93,158.21,169.19,152.7,188.86,166.7,199.79,165.4,120.44,177.49,148.77,152.31,129.03,167.71,169.99,202.16,191.3,194.5,168.73,162.93,179.22,,27,965,33,26.6,
25.06.23 16:19:09,39.03,200.54,166.77,120.78,138.16,158.47,178.32,162.61,193.65,168.33,201.19,158.95,107.99,185.94,157.27,152.58,130.65,172.37,169.4,206.18,183.82,190.33,165.58,156.81,188.22,,27,965,33,26.6,
25.06.23 16:19:24,39.28,193.06,167.57,124.49,141.5,161.66,172.4,169.13,189.42,174.63,204.29,161.9,112.44,181.29,147.72,150.7,133.07,166.89,169.7,191.12,192.46,175.55,167.87,156.54,172.83,,27,965,33,26.6,
25.06.23 16:19:39,39.53,189.64,174.6,120.29,139.7,156.09,176.97,162.07,190.54,171.89,198.95,165.67,113.94,170.24,154.33,152.58,126.36,170.17,173.81,197.89,194.49,175.82,165.01,163.2,172.83,,27,965,33,26.61,
25.06.23 16:19:54,39.78,193.35,165.96,120.04,135.86,156.09,172.13,164.23,190.82,171.06,195.89,176.32,110.96,172.64,154.87,157.97,132.26,166.07,170.58,198.46,204.45,189.77,167.01,158.4,165.68,,27,965,33,26.63,
25.06.23 16:20:09,40.03,193.92,171.62,118.32,136.37,160.86,175.89,163.96,193.93,168.33,200.35,168.39,111.7,178.85,156.47,149.63,127.43,171.27,164.44,193.09,193.91,178.53,165.29,171.55,167.32,,27,965,33,26.64,
25.06.23 16:20:24,40.28,193.35,169.46,125.73,134.59,159.53,175.62,162.61,189.42,174.08,193.12,165.67,107.75,175.06,151.94,149.9,130.65,168.53,168.23,197.32,198.87,186.18,166.43,160.26,177.27,,27,965,33,26.66,
25.06.23 16:20:39,40.53,197.37,174.87,128.23,138.93,159.27,170.53,163.15,194.78,169.97,192.29,171.66,111.2,178.3,153.53,148.83,129.57,163.9,165.9,186.93,187.84,188.67,165.86,166.68,184.83,,27,965,33,26.67,
25.06.23 16:20:54,40.78,204.61,175.69,123.01,143.05,155.3,187.32,159.64,193.65,174.63,186.79,165.67,114.18,172.64,160.22,157.16,135.77,168.53,175.88,196.48,202.68,182.34,160.74,162.39,179.78,,27,965,33,26.67,
25.06.23 16:21:09,41.03,199.38,164.36,118.81,135.86,160.59,174.81,163.69,190.26,166.16,196.72,166.49,111.2,183.74,157.54,149.1,133.88,161.19,169.7,205.31,193.04,185.63,153.97,159.99,175.88,,27,965,33,26.69,
25.06.23 16:21:24,41.28,193.92,166.77,127.23,138.42,162.99,169.46,162.34,193.36,177.11,189.81,166.22,108.24,169.17,163.72,158.51,143.13,163.08,171.46,201.59,197.11,193.38,155.1,165.34,174.49,,27,965,33,26.7,
25.06.23 16:21:39,41.53,197.65,168.65,123.01,144.08,162.19,185.94,166.13,195.06,177.94,196.17,170.57,114.93,167.3,157.8,157.43,134.69,176.51,166.48,196.76,191.59,180.71,163.01,160.79,182.02,,27,965,33,26.7,
25.06.23 16:21:54,41.78,198.81,169.46,121.52,139.44,165.13,177.24,162.88,184.11,183.5,195.89,164.59,111.2,179.12,161.02,163.95,136.04,167.71,173.81,199.88,191.59,191.72,154.54,161.86,178.38,,27,965,33,26.7,
25.06.23 16:22:09,42.03,197.94,163.29,125.24,142.27,158.21,184.85,167.49,191.39,171.34,201.75,167.84,111.95,177.49,156.73,157.97,141.22,169.35,172.34,187.48,196.24,191.44,152.57,168.84,182.3,,27,965,33,26.71,
25.06.23 16:22:24,42.28,196.21,168.92,123.25,140.99,160.86,183.21,156.96,195.63,178.77,194.22,166.76,113.94,165.71,151.94,162.59,135.5,158.5,171.16,199.03,190.43,188.94,151.73,166.68,187.94,,27,965,33,26.74,
25.06.23 16:22:39,42.53,194.21,164.89,122.02,135.61,163.52,184.03,165.86,189.14,174.36,195.06,168.66,107.99,171.3,158.34,157.43,129.57,160.92,172.63,189.44,187.55,195.62,155.38,163.73,173.94,,27,965,33,26.74,
25.06.23 16:22:55,42.8,196.5,166.23,125.73,144.08,158.74,173.47,160.99,191.11,167.52,204.29,167.57,115.18,169.97,151.68,157.43,136.59,169.9,177.66,194.21,198.57,199.26,157.35,170.46,187.66,,27,965,33,26.74,
25.06.23 16:23:10,43.05,196.21,168.38,124,135.1,170.51,183.76,165.32,197.33,173.81,197.28,167.3,103.58,175.06,154.07,150.7,140.67,169.9,175.58,194.5,194.2,193.38,159.04,173.45,184.55,,27,965,33,26.75,
25.06.23 16:23:25,43.3,194.21,162.22,126.73,140.73,159.53,181.03,155.63,193.65,166.43,194.78,167.3,109.23,163.86,159.41,156.07,133.34,163.36,165.03,196.48,191.3,190.05,157.07,165.61,186.24,,27,965,33,26.77,
25.06.23 16:23:40,43.55,190.49,165.69,128.23,147.19,160.33,177.78,171.04,194.5,169.7,197.56,173.57,107.25,173.72,163.45,154.46,133.07,169.07,171.16,195.06,182.96,193.66,159.61,167.49,175.88,,27,965,33,26.77,
25.06.23 16:23:55,43.8,195.93,169.72,127.98,134.85,160.06,185.94,157.77,187.46,168.61,204.29,166.22,105.29,167.04,152.74,151.5,136.04,167.16,171.75,195.34,202.68,185.08,149.78,165.34,181.18,,27,965,33,26.78,
25.06.23 16:24:10,44.05,195.93,165.16,128.48,134.59,158.74,182.66,166.4,189.98,178.5,195.06,161.63,105.29,164.65,155.66,148.83,131.18,163.63,167.07,199.31,191.01,194.78,153.41,165.07,164.59,,27,965,33,26.78,
25.06.23 16:24:25,44.3,192.77,172.16,134.5,136.89,151.62,177.78,163.42,195.63,185.46,193.67,163.24,103.58,167.84,162.91,152.04,135.5,169.35,169.4,193.09,193.04,189.5,154.82,162.13,179.22,,27,965,33,26.8,
25.06.23 16:24:40,44.55,192.49,169.19,124,142.53,158.74,174.01,160.18,192.23,177.11,194.78,172.2,100.65,162.28,161.83,145.91,131.45,166.34,170.87,191.12,190.14,184.81,160.74,153.9,185.4,,27,965,33,26.8,
25.06.23 16:24:55,44.8,200.54,169.72,128.48,129.52,165.4,195.34,169.13,190.26,175.73,196.17,167.3,104.55,178.3,153.53,158.51,128.77,172.09,177.66,200.74,183.53,188.39,150.62,159.99,182.58,,27,965,33,26.8,
25.06.23 16:25:10,45.05,190.78,172.43,122.76,140.99,166.47,182.39,162.07,198.19,179.61,193.12,161.9,105.29,166.77,172.98,155,132.26,174.02,168.53,202.45,191.01,183.16,156.5,162.39,176.99,,27,965,33,26.81,
25.06.23 16:25:25,45.3,197.37,176.5,126.23,142.53,164.33,186.22,166.4,192.23,181,191.46,168.12,104.31,173.99,168.61,156.89,140.94,172.09,167.07,205.31,192.17,189.5,154.25,161.86,185.68,,27,965,33,26.81,
25.06.23 16:25:40,45.55,194.49,174.05,130.98,133.57,162.72,182.66,159.38,189.98,179.88,192.56,171.66,107.75,168.37,151.94,165.87,144.78,169.35,171.75,196.48,196.24,184.81,156.78,156.54,185.68,,27,965,33,26.83,
25.06.23 16:25:55,45.8,199.38,170.8,122.51,140.99,161.13,189.79,165.59,194.78,181.27,196.17,162.7,107.5,171.57,163.72,162.04,140.94,167.71,171.75,196.48,193.91,185.36,162.16,165.88,178.94,,27,965,33,26.84,
25.06.23 16:26:10,46.05,192.49,168.92,123.5,133.07,164.59,190.07,160.99,192.23,185.18,195.61,171.93,107.5,172.11,160.22,162.04,136.59,166.34,169.7,196.48,191.3,181.8,158.19,166.68,177.55,,27,965,33,26.85,
25.06.23 16:26:25,46.3,197.08,169.19,125.98,140.21,172.68,185.94,166.13,195.35,184.34,203.16,161.63,107.5,174.52,162.37,168.62,142.86,175.95,165.03,201.02,201.51,188.39,154.54,163.73,168.7,,27,965,33,26.85,
25.06.23 16:26:40,46.55,190.21,168.11,121.52,133.57,160.86,180.76,166.13,195.91,169.7,198.95,161.9,100.16,165.45,163.72,160.95,136.86,164.71,169.4,192.81,192.46,172.31,152.29,157.07,170.07,,27,965,33,26.86,
25.06.23 16:26:55,46.8,193.35,172.43,122.26,133.57,163.52,181.58,162.34,187.74,180.44,194.22,165.13,112.2,176.95,165.89,163.68,140.67,164.98,168.23,200.74,197.7,177.71,151.73,166.68,178.1,,27,965,33,26.88,
25.06.23 16:27:10,47.05,193.92,163.82,124.99,135.35,166.2,182.39,160.99,190.54,184.9,198.68,168.93,103.82,174.26,164.26,164.22,137.4,167.16,169.99,202.73,195.07,173.93,159.32,164.27,173.66,,27,965,33,26.86,
25.06.23 16:27:25,47.3,193.63,164.36,123.75,139.7,163.79,186.22,164.77,192.23,181,197.84,169.48,109.23,170.5,167.52,162.86,138.49,166.62,165.61,198.74,201.51,181.8,154.82,167.22,177.55,,27,965,33,26.88,
25.06.23 16:27:40,47.55,192.2,169.72,119.8,133.57,164.86,176.43,159.91,195.06,176.29,202.88,168.66,101.62,168.63,167.79,168.89,140.67,167.43,164.44,192.81,196.24,181.52,157.91,166.95,172.28,,27,965,33,26.89,
25.06.23 16:27:56,47.82,195.35,170.26,119.8,137.65,161.92,185.12,167.49,191.95,179.61,189.53,162.7,102.84,168.1,164.8,162.86,127.43,172.64,166.48,196.48,194.78,175.82,159.61,164,178.38,,27,965,33,26.91,
25.06.23 16:28:11,48.07,189.07,171.89,123.01,135.61,164.06,177.24,166.13,187.46,182.39,185.7,161.9,105.78,167.04,167.52,170.27,130.11,168.25,170.87,199.88,190.14,184.81,158.19,162.93,178.38,,27,965,33,26.92,
25.06.23 16:30:07,50,201.99,179.51,125.98,135.86,150.58,178.05,177.93,177.74,163.45,184.33,143.88,94.36,168.63,182.95,166.42,135.5,171.54,166.48,200.74,178.98,157.97,156.22,158.13,167.05,,27,965,33,27.08,
25.06.23 16:30:22,50.25,201.41,174.6,129.98,142.27,155.83,178.32,162.88,184.94,166.7,192.56,173.57,89.32,165.98,163.18,153.92,145.33,166.89,176.77,184.15,208.6,186.46,165.29,169.92,139.48,,27,965,33,27.13,
25.06.23 16:30:37,50.5,185.95,175.69,124.99,121.76,157.15,212.85,135.92,204.2,176.56,198.95,154.95,108.49,171.84,186.58,157.16,121.84,154.48,155.49,187.76,177.56,193.38,153.13,166.15,174.77,,27,965,33,27.19,
25.06.23 16:30:52,50.75,195.64,164.36,133.75,135.86,161.39,186.77,151.37,210.57,183.22,169.53,156.54,89.08,147.19,174.91,157.43,139.03,167.16,157.22,182.49,180.97,193.94,154.82,177.27,194.78,,27,965,33,27.23,
25.06.23 16:31:07,51,197.94,174.33,126.23,128.01,166.47,185.4,166.67,229.47,216.2,190.36,187.16,101.14,141.82,188.27,149.63,133.88,179,177.66,183.87,182.68,175.01,164.15,164.8,182.02,,27,965,33,27.27,
25.06.23 16:31:22,51.25,192.49,172.43,121.77,127.76,141.5,206.86,147.14,181.88,164.26,226.1,153.09,98.71,175.06,146.4,139.57,124.23,162.54,156.07,182.49,206.23,177.17,153.13,192.81,200.25,,27,965,33,27.3,
25.06.23 16:31:37,51.5,181.16,176.23,127.23,132.31,179.77,182.66,160.72,191.67,180.16,220.28,157.61,110.46,156.51,167.52,157.7,143.68,155.28,174.7,209.93,208.01,197.02,155.1,188.33,188.79,,27,965,33,27.35,
25.06.23 16:31:52,51.75,196.5,188.07,126.73,128.01,138.93,195.06,154.82,195.06,146.4,201.75,141.8,94.84,168.37,159.95,162.04,139.58,165.26,156.64,153.34,196.53,207.76,155.38,163.73,190.5,,27,965,33,27.38,
25.06.23 16:32:07,52,208.41,163.82,139.32,145.37,155.56,182.39,173.79,190.82,174.63,179.99,170.84,94.84,186.48,194.21,175.82,118.93,166.34,176.47,213.99,213.98,183.71,153.13,191.69,163.23,,27,965,33,27.42,
25.06.23 16:32:22,52.25,190.21,167.3,138.3,128.52,173.49,182.94,148.72,186.9,177.39,194.22,161.9,95.32,168.37,185.46,169.99,143.13,155.28,166.77,211.96,188.41,205.2,149.78,157.07,182.02,,27,965,33,27.44,
25.06.23 16:32:37,52.5,206.36,191.41,130.98,140.21,156.62,198.69,161.26,208.25,179.61,193.95,196.2,94.84,190.34,157,182.54,130.91,177.62,170.58,200.74,190.72,239.41,162.44,171,203.43,,27,965,33,27.48,
25.06.23 16:32:52,52.75,208.99,163.82,118.32,146.15,158.47,206.58,166.67,191.95,160.75,177.02,185.2,93.87,164.92,179.88,133.3,133.34,159.03,148.36,196.19,177.28,204.35,155.1,183.05,176.15,,27,965,33,27.52,
25.06.23 16:33:07,53,205.48,178.69,127.73,131.04,160.86,185.4,173.51,186.9,193.36,187.89,182.41,112.44,174.79,195.06,187.92,133.88,171.54,178.84,196.19,179.55,208.05,139.28,185.82,196.79,,27,965,33,27.53,
25.06.23 16:33:22,53.25,199.96,173.51,141.87,127.76,162.19,168.66,165.59,195.63,169.97,197.56,185.76,116.18,169.43,191.37,157.16,144.23,164.44,171.16,180.83,167.45,190.61,152.57,176.45,174.77,,27,965,33,27.55,
25.06.23 16:33:37,53.5,192.2,173.24,117.34,140.47,172.68,184.85,152.16,180.77,166.97,203.16,175.5,76.8,174.26,173.26,134.08,154.19,153.41,160.68,173.7,193.33,190.05,142.3,178.64,178.1,,27,965,33,27.59,
25.06.23 16:33:52,53.75,198.52,181.98,104.74,121.26,151.36,207.72,152.43,187.46,165.34,231.39,178.25,106.03,185.94,201.65,156.07,134.69,175.95,170.87,204.45,185.25,180.71,133,183.88,186.81,,27,965,33,27.6,
25.06.23 16:34:07,54,189.64,171.07,125.98,133.07,164.06,190.9,164.5,211.44,165.62,202.32,175.5,76.57,177.76,162.37,159.05,142.04,155.28,169.11,199.31,183.82,201.24,148.95,155.75,175.6,,27,965,33,27.61,
25.06.23 16:34:22,54.25,198.23,172.16,118.81,135.35,184.46,181.58,151.9,173.62,154.87,197.56,170.57,95.8,182.38,149.82,174.15,162.05,143.36,170.58,197.61,196.24,177.44,139.55,182.77,179.22,,27,965,33,27.63,
25.06.23 16:34:37,54.5,195.64,185.85,141.61,134.34,163.26,204.03,172.69,178.56,162.64,186.52,182.41,99.19,168.37,172.98,183.67,122.63,177.06,175.58,203.02,209.5,171.24,162.73,199.59,145.79,,27,965,33,27.66,
25.06.23 16:34:52,54.75,218.75,187.51,135.01,132.31,154.77,217.17,173.79,181.88,172.98,193.39,174.67,91.95,184.84,181.55,174.98,141.49,175.95,183.61,174.25,178.41,196.46,164.72,178.92,165.41,,27,965,33,27.67,
25.06.23 16:35:07,55,201.12,173.24,116.36,121.51,152.67,205.73,162.07,183.83,168.61,210.24,172.48,109.47,154.16,165.62,160.14,134.42,162.54,172.63,203.02,216.38,206.34,151.45,175.63,187.94,,27,965,33,27.7,
25.06.23 16:35:22,55.25,206.94,160.36,116.12,113.6,166.47,199.25,161.53,188.86,164.26,201.47,182.13,104.8,175.33,155.93,164.5,129.57,155.28,172.34,194.5,194.49,198.42,150.9,170.73,184.55,,27,965,33,27.71,
25.06.23 16:35:37,55.5,191.63,181.98,120.04,145.37,164.86,193.67,167.49,212.31,177.39,211.09,187.16,108.49,174.26,184.06,171.65,160.64,170.72,168.23,184.42,182.96,186.18,156.78,171.28,170.35,,27,965,33,27.73,
25.06.23 16:35:52,55.75,207.24,172.7,125.49,134.85,190.29,186.22,174.89,199.33,188.83,207.39,179.36,96.53,185.94,177.94,161.22,146.16,168.8,168.23,208.48,183.25,195.9,157.91,176.18,191.92,,27,965,33,27.74,
